x_coord,y_coord,image_source_x,water_percentage,date,year,image_source_y,inland_aquaculture,shrimp_rice_farming,single_rice_cropping,triple_rice_cropping,double_rice_cropping_dry,double_rice_cropping_rain,others,date_time
3,7,Flood_2007_169.tif,0.41,169,2007,Landuse_2007.tif,0.08,0.1,0.12,0.04,0.01,0.21,0.45,2007-06-18
10,0,Flood_2007_169.tif,0.02,169,2007,Landuse_2007.tif,0.0,0.0,0.0,0.05,0.23,0.0,0.72,2007-06-18
11,4,Flood_2007_169.tif,0.14,169,2007,Landuse_2007.tif,0.04,0.01,0.01,0.19,0.0,0.02,0.73,2007-06-18
5,1,Flood_2007_169.tif,0.03,169,2007,Landuse_2007.tif,0.01,0.0,0.02,0.03,0.72,0.02,0.21,2007-06-18
2,8,Flood_2007_169.tif,0.32,169,2007,Landuse_2007.tif,0.2,0.15,0.03,0.0,0.0,0.0,0.62,2007-06-18
9,3,Flood_2007_169.tif,0.09,169,2007,Landuse_2007.tif,0.0,0.0,0.0,0.04,0.3,0.0,0.65,2007-06-18
4,5,Flood_2007_169.tif,0.0,169,2007,Landuse_2007.tif,0.0,0.0,0.0,0.0,0.8,0.0,0.2,2007-06-18
7,5,Flood_2007_169.tif,0.12,169,2007,Landuse_2007.tif,0.04,0.0,0.01,0.04,0.22,0.01,0.68,2007-06-18
11,3,Flood_2007_169.tif,0.07,169,2007,Landuse_2007.tif,0.11,0.01,0.0,0.46,0.01,0.01,0.4,2007-06-18
11,7,Flood_2007_169.tif,0.69,169,2007,Landuse_2007.tif,0.69,0.07,0.02,0.0,0.0,0.01,0.21,2007-06-18
11,5,Flood_2007_169.tif,0.2,169,2007,Landuse_2007.tif,0.16,0.05,0.02,0.29,0.0,0.05,0.45,2007-06-18
5,2,Flood_2007_169.tif,0.07,169,2007,Landuse_2007.tif,0.01,0.0,0.02,0.19,0.54,0.0,0.24,2007-06-18
11,6,Flood_2007_169.tif,0.53,169,2007,Landuse_2007.tif,0.47,0.07,0.07,0.0,0.0,0.07,0.32,2007-06-18
4,3,Flood_2007_169.tif,0.0,169,2007,Landuse_2007.tif,0.0,0.0,0.0,0.19,0.61,0.0,0.19,2007-06-18
2,7,Flood_2007_169.tif,0.57,169,2007,Landuse_2007.tif,0.28,0.27,0.13,0.0,0.0,0.01,0.31,2007-06-18
12,4,Flood_2007_169.tif,0.5,169,2007,Landuse_2007.tif,0.49,0.02,0.03,0.12,0.0,0.03,0.31,2007-06-18
3,10,Flood_2007_169.tif,0.53,169,2007,Landuse_2007.tif,0.5,0.03,0.04,0.0,0.04,0.01,0.38,2007-06-18
5,5,Flood_2007_169.tif,0.02,169,2007,Landuse_2007.tif,0.0,0.0,0.0,0.05,0.67,0.0,0.28,2007-06-18
3,9,Flood_2007_169.tif,0.69,169,2007,Landuse_2007.tif,0.6,0.03,0.0,0.0,0.0,0.0,0.38,2007-06-18
3,8,Flood_2007_169.tif,0.33,169,2007,Landuse_2007.tif,0.18,0.15,0.01,0.0,0.0,0.0,0.65,2007-06-18
6,9,Flood_2007_169.tif,0.27,169,2007,Landuse_2007.tif,0.2,0.01,0.02,0.33,0.03,0.18,0.24,2007-06-18
6,7,Flood_2007_169.tif,0.01,169,2007,Landuse_2007.tif,0.0,0.0,0.0,0.04,0.52,0.0,0.44,2007-06-18
9,2,Flood_2007_169.tif,0.02,169,2007,Landuse_2007.tif,0.0,0.01,0.04,0.0,0.26,0.0,0.69,2007-06-18
11,2,Flood_2007_169.tif,0.01,169,2007,Landuse_2007.tif,0.01,0.01,0.0,0.31,0.0,0.2,0.47,2007-06-18
6,5,Flood_2007_169.tif,0.09,169,2007,Landuse_2007.tif,0.01,0.0,0.02,0.15,0.31,0.0,0.52,2007-06-18
4,10,Flood_2007_169.tif,0.77,169,2007,Landuse_2007.tif,0.78,0.01,0.0,0.0,0.0,0.0,0.21,2007-06-18
6,8,Flood_2007_169.tif,0.04,169,2007,Landuse_2007.tif,0.0,0.0,0.01,0.04,0.61,0.03,0.31,2007-06-18
9,1,Flood_2007_169.tif,0.05,169,2007,Landuse_2007.tif,0.0,0.01,0.02,0.0,0.42,0.0,0.55,2007-06-18
5,3,Flood_2007_177.tif,0.07,177,2007,Landuse_2007.tif,0.03,0.01,0.01,0.18,0.38,0.0,0.39,2007-06-26
9,5,Flood_2007_177.tif,0.05,177,2007,Landuse_2007.tif,0.01,0.0,0.01,0.38,0.05,0.0,0.54,2007-06-26
5,5,Flood_2007_177.tif,0.03,177,2007,Landuse_2007.tif,0.0,0.0,0.0,0.05,0.67,0.0,0.28,2007-06-26
9,6,Flood_2007_177.tif,0.03,177,2007,Landuse_2007.tif,0.0,0.0,0.0,0.56,0.0,0.01,0.43,2007-06-26
6,5,Flood_2007_177.tif,0.09,177,2007,Landuse_2007.tif,0.01,0.0,0.02,0.15,0.31,0.0,0.52,2007-06-26
4,9,Flood_2007_177.tif,0.74,177,2007,Landuse_2007.tif,0.75,0.02,0.02,0.0,0.0,0.04,0.18,2007-06-26
4,2,Flood_2007_177.tif,0.02,177,2007,Landuse_2007.tif,0.0,0.0,0.02,0.26,0.47,0.0,0.24,2007-06-26
7,9,Flood_2007_177.tif,0.51,177,2007,Landuse_2007.tif,0.49,0.03,0.02,0.06,0.07,0.06,0.27,2007-06-26
11,7,Flood_2007_177.tif,0.67,177,2007,Landuse_2007.tif,0.69,0.07,0.02,0.0,0.0,0.01,0.21,2007-06-26
11,6,Flood_2007_177.tif,0.54,177,2007,Landuse_2007.tif,0.47,0.07,0.07,0.0,0.0,0.07,0.32,2007-06-26
11,5,Flood_2007_177.tif,0.22,177,2007,Landuse_2007.tif,0.16,0.05,0.02,0.29,0.0,0.05,0.45,2007-06-26
11,4,Flood_2007_177.tif,0.13,177,2007,Landuse_2007.tif,0.04,0.01,0.01,0.19,0.0,0.02,0.73,2007-06-26
7,6,Flood_2007_177.tif,0.01,177,2007,Landuse_2007.tif,0.0,0.0,0.0,0.12,0.09,0.0,0.79,2007-06-26
11,3,Flood_2007_177.tif,0.04,177,2007,Landuse_2007.tif,0.11,0.01,0.0,0.46,0.01,0.01,0.4,2007-06-26
11,2,Flood_2007_177.tif,0.01,177,2007,Landuse_2007.tif,0.01,0.01,0.0,0.31,0.0,0.2,0.47,2007-06-26
7,8,Flood_2007_177.tif,0.23,177,2007,Landuse_2007.tif,0.12,0.04,0.03,0.03,0.03,0.37,0.36,2007-06-26
6,1,Flood_2007_177.tif,0.01,177,2007,Landuse_2007.tif,0.0,0.01,0.01,0.01,0.84,0.0,0.13,2007-06-26
4,11,Flood_2007_177.tif,0.73,177,2007,Landuse_2007.tif,0.8,0.02,0.0,0.0,0.0,0.0,0.18,2007-06-26
4,7,Flood_2007_177.tif,0.19,177,2007,Landuse_2007.tif,0.01,0.02,0.06,0.11,0.08,0.21,0.51,2007-06-26
1,4,Flood_2007_177.tif,0.21,177,2007,Landuse_2007.tif,0.24,0.02,0.02,0.01,0.11,0.0,0.59,2007-06-26
7,5,Flood_2007_177.tif,0.12,177,2007,Landuse_2007.tif,0.04,0.0,0.01,0.04,0.22,0.01,0.68,2007-06-26
1,3,Flood_2007_177.tif,0.04,177,2007,Landuse_2007.tif,0.05,0.04,0.18,0.0,0.46,0.0,0.26,2007-06-26
8,7,Flood_2007_177.tif,0.03,177,2007,Landuse_2007.tif,0.01,0.0,0.0,0.37,0.01,0.18,0.43,2007-06-26
4,12,Flood_2007_177.tif,0.21,177,2007,Landuse_2007.tif,0.2,0.06,0.01,0.03,0.0,0.01,0.69,2007-06-26
6,0,Flood_2007_177.tif,0.0,177,2007,Landuse_2007.tif,0.0,0.0,0.0,0.03,0.92,0.0,0.05,2007-06-26
8,8,Flood_2007_177.tif,0.35,177,2007,Landuse_2007.tif,0.21,0.02,0.01,0.04,0.0,0.39,0.32,2007-06-26
8,9,Flood_2007_177.tif,0.67,177,2007,Landuse_2007.tif,0.68,0.05,0.0,0.0,0.0,0.01,0.26,2007-06-26
4,6,Flood_2007_177.tif,0.03,177,2007,Landuse_2007.tif,0.0,0.0,0.0,0.05,0.67,0.03,0.25,2007-06-26
5,4,Flood_2007_177.tif,0.04,177,2007,Landuse_2007.tif,0.01,0.0,0.01,0.03,0.71,0.0,0.24,2007-06-26
7,7,Flood_2007_177.tif,0.0,177,2007,Landuse_2007.tif,0.0,0.0,0.0,0.22,0.27,0.0,0.5,2007-06-26
4,5,Flood_2007_177.tif,0.0,177,2007,Landuse_2007.tif,0.0,0.0,0.0,0.0,0.8,0.0,0.2,2007-06-26
4,1,Flood_2007_177.tif,0.05,177,2007,Landuse_2007.tif,0.03,0.0,0.02,0.3,0.38,0.0,0.26,2007-06-26
6,7,Flood_2007_177.tif,0.02,177,2007,Landuse_2007.tif,0.0,0.0,0.0,0.04,0.52,0.0,0.44,2007-06-26
10,0,Flood_2007_177.tif,0.02,177,2007,Landuse_2007.tif,0.0,0.0,0.0,0.05,0.23,0.0,0.72,2007-06-26
9,7,Flood_2007_177.tif,0.27,177,2007,Landuse_2007.tif,0.1,0.0,0.03,0.16,0.0,0.24,0.47,2007-06-26
6,6,Flood_2007_177.tif,0.04,177,2007,Landuse_2007.tif,0.0,0.0,0.0,0.35,0.34,0.0,0.3,2007-06-26
6,4,Flood_2007_177.tif,0.12,177,2007,Landuse_2007.tif,0.03,0.0,0.03,0.01,0.47,0.0,0.45,2007-06-26
4,10,Flood_2007_177.tif,0.71,177,2007,Landuse_2007.tif,0.78,0.01,0.0,0.0,0.0,0.0,0.21,2007-06-26
4,3,Flood_2007_177.tif,0.0,177,2007,Landuse_2007.tif,0.0,0.0,0.0,0.19,0.61,0.0,0.19,2007-06-26
0,3,Flood_2007_177.tif,0.42,177,2007,Landuse_2007.tif,0.41,0.03,0.02,0.0,0.04,0.01,0.49,2007-06-26
6,9,Flood_2007_177.tif,0.25,177,2007,Landuse_2007.tif,0.2,0.01,0.02,0.33,0.03,0.18,0.24,2007-06-26
6,8,Flood_2007_177.tif,0.06,177,2007,Landuse_2007.tif,0.0,0.0,0.01,0.04,0.61,0.03,0.31,2007-06-26
8,6,Flood_2007_177.tif,0.18,177,2007,Landuse_2007.tif,0.08,0.0,0.02,0.2,0.01,0.02,0.66,2007-06-26
5,1,Flood_2007_177.tif,0.02,177,2007,Landuse_2007.tif,0.01,0.0,0.02,0.03,0.72,0.02,0.21,2007-06-26
3,4,Flood_2007_177.tif,0.01,177,2007,Landuse_2007.tif,0.0,0.0,0.0,0.02,0.85,0.0,0.13,2007-06-26
10,1,Flood_2007_177.tif,0.0,177,2007,Landuse_2007.tif,0.0,0.0,0.05,0.01,0.14,0.0,0.8,2007-06-26
2,13,Flood_2007_177.tif,0.41,177,2007,Landuse_2007.tif,0.44,0.03,0.01,0.0,0.0,0.0,0.52,2007-06-26
7,4,Flood_2007_177.tif,0.06,177,2007,Landuse_2007.tif,0.02,0.0,0.0,0.02,0.52,0.0,0.44,2007-06-26
2,12,Flood_2007_177.tif,0.61,177,2007,Landuse_2007.tif,0.77,0.02,0.0,0.0,0.0,0.0,0.21,2007-06-26
7,1,Flood_2007_177.tif,0.0,177,2007,Landuse_2007.tif,0.0,0.01,0.01,0.0,0.85,0.0,0.13,2007-06-26
2,11,Flood_2007_177.tif,0.66,177,2007,Landuse_2007.tif,0.83,0.0,0.0,0.0,0.0,0.0,0.17,2007-06-26
3,10,Flood_2007_177.tif,0.47,177,2007,Landuse_2007.tif,0.5,0.03,0.04,0.0,0.04,0.01,0.38,2007-06-26
4,8,Flood_2007_177.tif,0.45,177,2007,Landuse_2007.tif,0.25,0.08,0.09,0.0,0.0,0.16,0.42,2007-06-26
3,11,Flood_2007_177.tif,0.77,177,2007,Landuse_2007.tif,0.82,0.0,0.0,0.0,0.0,0.0,0.18,2007-06-26
2,10,Flood_2007_177.tif,0.2,177,2007,Landuse_2007.tif,0.11,0.13,0.05,0.0,0.06,0.01,0.62,2007-06-26
2,9,Flood_2007_177.tif,0.23,177,2007,Landuse_2007.tif,0.1,0.17,0.0,0.0,0.0,0.0,0.73,2007-06-26
8,5,Flood_2007_177.tif,0.03,177,2007,Landuse_2007.tif,0.0,0.0,0.0,0.16,0.31,0.0,0.52,2007-06-26
7,2,Flood_2007_177.tif,0.03,177,2007,Landuse_2007.tif,0.0,0.01,0.0,0.29,0.47,0.0,0.23,2007-06-26
8,4,Flood_2007_177.tif,0.07,177,2007,Landuse_2007.tif,0.03,0.0,0.01,0.04,0.33,0.01,0.58,2007-06-26
5,8,Flood_2007_177.tif,0.45,177,2007,Landuse_2007.tif,0.19,0.08,0.23,0.01,0.13,0.02,0.33,2007-06-26
2,8,Flood_2007_177.tif,0.36,177,2007,Landuse_2007.tif,0.2,0.15,0.03,0.0,0.0,0.0,0.62,2007-06-26
2,7,Flood_2007_177.tif,0.67,177,2007,Landuse_2007.tif,0.28,0.27,0.13,0.0,0.0,0.01,0.31,2007-06-26
8,2,Flood_2007_177.tif,0.04,177,2007,Landuse_2007.tif,0.0,0.01,0.05,0.02,0.72,0.0,0.2,2007-06-26
2,4,Flood_2007_177.tif,0.2,177,2007,Landuse_2007.tif,0.01,0.02,0.1,0.01,0.42,0.0,0.44,2007-06-26
8,3,Flood_2007_177.tif,0.03,177,2007,Landuse_2007.tif,0.01,0.0,0.0,0.02,0.5,0.0,0.46,2007-06-26
5,7,Flood_2007_177.tif,0.04,177,2007,Landuse_2007.tif,0.0,0.0,0.01,0.17,0.25,0.01,0.56,2007-06-26
12,3,Flood_2007_177.tif,0.14,177,2007,Landuse_2007.tif,0.11,0.0,0.02,0.63,0.01,0.02,0.21,2007-06-26
4,4,Flood_2007_177.tif,0.0,177,2007,Landuse_2007.tif,0.0,0.0,0.0,0.18,0.58,0.0,0.24,2007-06-26
9,8,Flood_2007_177.tif,0.42,177,2007,Landuse_2007.tif,0.19,0.01,0.01,0.07,0.0,0.48,0.23,2007-06-26
12,4,Flood_2007_177.tif,0.41,177,2007,Landuse_2007.tif,0.49,0.02,0.03,0.12,0.0,0.03,0.31,2007-06-26
5,10,Flood_2007_177.tif,0.75,177,2007,Landuse_2007.tif,0.79,0.0,0.01,0.0,0.0,0.0,0.2,2007-06-26
5,9,Flood_2007_177.tif,0.4,177,2007,Landuse_2007.tif,0.42,0.02,0.02,0.19,0.01,0.11,0.23,2007-06-26
3,12,Flood_2007_177.tif,0.55,177,2007,Landuse_2007.tif,0.72,0.06,0.0,0.0,0.0,0.0,0.22,2007-06-26
6,3,Flood_2007_177.tif,0.07,177,2007,Landuse_2007.tif,0.02,0.0,0.02,0.03,0.5,0.0,0.43,2007-06-26
6,2,Flood_2007_177.tif,0.01,177,2007,Landuse_2007.tif,0.0,0.0,0.0,0.0,0.82,0.0,0.17,2007-06-26
9,4,Flood_2007_177.tif,0.14,177,2007,Landuse_2007.tif,0.05,0.0,0.02,0.04,0.05,0.01,0.82,2007-06-26
3,2,Flood_2007_177.tif,0.0,177,2007,Landuse_2007.tif,0.0,0.0,0.0,0.13,0.54,0.03,0.31,2007-06-26
10,4,Flood_2007_177.tif,0.07,177,2007,Landuse_2007.tif,0.02,0.0,0.01,0.03,0.0,0.0,0.93,2007-06-26
3,7,Flood_2007_177.tif,0.37,177,2007,Landuse_2007.tif,0.08,0.1,0.12,0.04,0.01,0.21,0.45,2007-06-26
5,6,Flood_2007_177.tif,0.02,177,2007,Landuse_2007.tif,0.0,0.0,0.0,0.06,0.63,0.0,0.31,2007-06-26
8,1,Flood_2007_177.tif,0.0,177,2007,Landuse_2007.tif,0.0,0.0,0.05,0.03,0.75,0.0,0.16,2007-06-26
3,8,Flood_2007_177.tif,0.32,177,2007,Landuse_2007.tif,0.18,0.15,0.01,0.0,0.0,0.0,0.65,2007-06-26
10,6,Flood_2007_177.tif,0.09,177,2007,Landuse_2007.tif,0.03,0.03,0.04,0.17,0.0,0.35,0.39,2007-06-26
3,3,Flood_2007_177.tif,0.0,177,2007,Landuse_2007.tif,0.0,0.0,0.0,0.05,0.64,0.02,0.29,2007-06-26
2,3,Flood_2007_177.tif,0.01,177,2007,Landuse_2007.tif,0.0,0.01,0.04,0.03,0.51,0.02,0.39,2007-06-26
3,9,Flood_2007_177.tif,0.7,177,2007,Landuse_2007.tif,0.6,0.03,0.0,0.0,0.0,0.0,0.38,2007-06-26
10,3,Flood_2007_177.tif,0.06,177,2007,Landuse_2007.tif,0.02,0.0,0.01,0.18,0.01,0.0,0.77,2007-06-26
7,0,Flood_2007_177.tif,0.0,177,2007,Landuse_2007.tif,0.0,0.0,0.0,0.04,0.89,0.0,0.07,2007-06-26
10,7,Flood_2007_177.tif,0.21,177,2007,Landuse_2007.tif,0.2,0.01,0.01,0.08,0.0,0.29,0.41,2007-06-26
3,6,Flood_2007_177.tif,0.38,177,2007,Landuse_2007.tif,0.04,0.05,0.13,0.03,0.04,0.35,0.35,2007-06-26
5,2,Flood_2007_177.tif,0.04,177,2007,Landuse_2007.tif,0.01,0.0,0.02,0.19,0.54,0.0,0.24,2007-06-26
9,1,Flood_2007_177.tif,0.0,177,2007,Landuse_2007.tif,0.0,0.01,0.02,0.0,0.42,0.0,0.55,2007-06-26
3,5,Flood_2007_177.tif,0.12,177,2007,Landuse_2007.tif,0.0,0.0,0.01,0.02,0.68,0.01,0.28,2007-06-26
7,3,Flood_2007_177.tif,0.04,177,2007,Landuse_2007.tif,0.01,0.0,0.01,0.06,0.5,0.0,0.43,2007-06-26
9,2,Flood_2007_177.tif,0.02,177,2007,Landuse_2007.tif,0.0,0.01,0.04,0.0,0.26,0.0,0.69,2007-06-26
9,3,Flood_2007_177.tif,0.02,177,2007,Landuse_2007.tif,0.0,0.0,0.0,0.04,0.3,0.0,0.65,2007-06-26
10,2,Flood_2007_177.tif,0.01,177,2007,Landuse_2007.tif,0.0,0.0,0.02,0.16,0.29,0.01,0.51,2007-06-26
3,1,Flood_2007_177.tif,0.02,177,2007,Landuse_2007.tif,0.01,0.0,0.01,0.2,0.53,0.0,0.26,2007-06-26
10,5,Flood_2007_177.tif,0.2,177,2007,Landuse_2007.tif,0.09,0.01,0.02,0.03,0.0,0.02,0.84,2007-06-26
4,1,Flood_2007_185.tif,0.08,185,2007,Landuse_2007.tif,0.03,0.0,0.02,0.3,0.38,0.0,0.26,2007-07-04
10,3,Flood_2007_185.tif,0.04,185,2007,Landuse_2007.tif,0.02,0.0,0.01,0.18,0.01,0.0,0.77,2007-07-04
3,10,Flood_2007_185.tif,0.33,185,2007,Landuse_2007.tif,0.5,0.03,0.04,0.0,0.04,0.01,0.38,2007-07-04
6,6,Flood_2007_185.tif,0.09,185,2007,Landuse_2007.tif,0.0,0.0,0.0,0.35,0.34,0.0,0.3,2007-07-04
10,4,Flood_2007_185.tif,0.06,185,2007,Landuse_2007.tif,0.02,0.0,0.01,0.03,0.0,0.0,0.93,2007-07-04
10,5,Flood_2007_185.tif,0.16,185,2007,Landuse_2007.tif,0.09,0.01,0.02,0.03,0.0,0.02,0.84,2007-07-04
10,6,Flood_2007_185.tif,0.07,185,2007,Landuse_2007.tif,0.03,0.03,0.04,0.17,0.0,0.35,0.39,2007-07-04
4,8,Flood_2007_185.tif,0.47,185,2007,Landuse_2007.tif,0.25,0.08,0.09,0.0,0.0,0.16,0.42,2007-07-04
6,7,Flood_2007_185.tif,0.1,185,2007,Landuse_2007.tif,0.0,0.0,0.0,0.04,0.52,0.0,0.44,2007-07-04
1,4,Flood_2007_185.tif,0.3,185,2007,Landuse_2007.tif,0.24,0.02,0.02,0.01,0.11,0.0,0.59,2007-07-04
4,12,Flood_2007_185.tif,0.28,185,2007,Landuse_2007.tif,0.2,0.06,0.01,0.03,0.0,0.01,0.69,2007-07-04
5,5,Flood_2007_185.tif,0.05,185,2007,Landuse_2007.tif,0.0,0.0,0.0,0.05,0.67,0.0,0.28,2007-07-04
5,6,Flood_2007_185.tif,0.03,185,2007,Landuse_2007.tif,0.0,0.0,0.0,0.06,0.63,0.0,0.31,2007-07-04
2,8,Flood_2007_185.tif,0.32,185,2007,Landuse_2007.tif,0.2,0.15,0.03,0.0,0.0,0.0,0.62,2007-07-04
12,4,Flood_2007_185.tif,0.5,185,2007,Landuse_2007.tif,0.49,0.02,0.03,0.12,0.0,0.03,0.31,2007-07-04
5,8,Flood_2007_185.tif,0.46,185,2007,Landuse_2007.tif,0.19,0.08,0.23,0.01,0.13,0.02,0.33,2007-07-04
11,7,Flood_2007_185.tif,0.63,185,2007,Landuse_2007.tif,0.69,0.07,0.02,0.0,0.0,0.01,0.21,2007-07-04
11,6,Flood_2007_185.tif,0.51,185,2007,Landuse_2007.tif,0.47,0.07,0.07,0.0,0.0,0.07,0.32,2007-07-04
11,4,Flood_2007_185.tif,0.15,185,2007,Landuse_2007.tif,0.04,0.01,0.01,0.19,0.0,0.02,0.73,2007-07-04
11,3,Flood_2007_185.tif,0.1,185,2007,Landuse_2007.tif,0.11,0.01,0.0,0.46,0.01,0.01,0.4,2007-07-04
11,2,Flood_2007_185.tif,0.02,185,2007,Landuse_2007.tif,0.01,0.01,0.0,0.31,0.0,0.2,0.47,2007-07-04
11,5,Flood_2007_185.tif,0.21,185,2007,Landuse_2007.tif,0.16,0.05,0.02,0.29,0.0,0.05,0.45,2007-07-04
12,3,Flood_2007_185.tif,0.17,185,2007,Landuse_2007.tif,0.11,0.0,0.02,0.63,0.01,0.02,0.21,2007-07-04
5,7,Flood_2007_185.tif,0.06,185,2007,Landuse_2007.tif,0.0,0.0,0.01,0.17,0.25,0.01,0.56,2007-07-04
6,5,Flood_2007_185.tif,0.13,185,2007,Landuse_2007.tif,0.01,0.0,0.02,0.15,0.31,0.0,0.52,2007-07-04
2,7,Flood_2007_185.tif,0.66,185,2007,Landuse_2007.tif,0.28,0.27,0.13,0.0,0.0,0.01,0.31,2007-07-04
4,5,Flood_2007_185.tif,0.0,185,2007,Landuse_2007.tif,0.0,0.0,0.0,0.0,0.8,0.0,0.2,2007-07-04
1,3,Flood_2007_185.tif,0.05,185,2007,Landuse_2007.tif,0.05,0.04,0.18,0.0,0.46,0.0,0.26,2007-07-04
9,1,Flood_2007_185.tif,0.01,185,2007,Landuse_2007.tif,0.0,0.01,0.02,0.0,0.42,0.0,0.55,2007-07-04
8,6,Flood_2007_185.tif,0.17,185,2007,Landuse_2007.tif,0.08,0.0,0.02,0.2,0.01,0.02,0.66,2007-07-04
8,3,Flood_2007_185.tif,0.05,185,2007,Landuse_2007.tif,0.01,0.0,0.0,0.02,0.5,0.0,0.46,2007-07-04
4,9,Flood_2007_185.tif,0.65,185,2007,Landuse_2007.tif,0.75,0.02,0.02,0.0,0.0,0.04,0.18,2007-07-04
7,6,Flood_2007_185.tif,0.01,185,2007,Landuse_2007.tif,0.0,0.0,0.0,0.12,0.09,0.0,0.79,2007-07-04
7,7,Flood_2007_185.tif,0.0,185,2007,Landuse_2007.tif,0.0,0.0,0.0,0.22,0.27,0.0,0.5,2007-07-04
4,6,Flood_2007_185.tif,0.01,185,2007,Landuse_2007.tif,0.0,0.0,0.0,0.05,0.67,0.03,0.25,2007-07-04
8,1,Flood_2007_185.tif,0.0,185,2007,Landuse_2007.tif,0.0,0.0,0.05,0.03,0.75,0.0,0.16,2007-07-04
5,2,Flood_2007_185.tif,0.03,185,2007,Landuse_2007.tif,0.01,0.0,0.02,0.19,0.54,0.0,0.24,2007-07-04
4,10,Flood_2007_185.tif,0.66,185,2007,Landuse_2007.tif,0.78,0.01,0.0,0.0,0.0,0.0,0.21,2007-07-04
7,2,Flood_2007_185.tif,0.06,185,2007,Landuse_2007.tif,0.0,0.01,0.0,0.29,0.47,0.0,0.23,2007-07-04
4,2,Flood_2007_185.tif,0.02,185,2007,Landuse_2007.tif,0.0,0.0,0.02,0.26,0.47,0.0,0.24,2007-07-04
6,8,Flood_2007_185.tif,0.05,185,2007,Landuse_2007.tif,0.0,0.0,0.01,0.04,0.61,0.03,0.31,2007-07-04
8,5,Flood_2007_185.tif,0.03,185,2007,Landuse_2007.tif,0.0,0.0,0.0,0.16,0.31,0.0,0.52,2007-07-04
9,5,Flood_2007_185.tif,0.07,185,2007,Landuse_2007.tif,0.01,0.0,0.01,0.38,0.05,0.0,0.54,2007-07-04
4,11,Flood_2007_185.tif,0.76,185,2007,Landuse_2007.tif,0.8,0.02,0.0,0.0,0.0,0.0,0.18,2007-07-04
7,3,Flood_2007_185.tif,0.03,185,2007,Landuse_2007.tif,0.01,0.0,0.01,0.06,0.5,0.0,0.43,2007-07-04
2,3,Flood_2007_185.tif,0.02,185,2007,Landuse_2007.tif,0.0,0.01,0.04,0.03,0.51,0.02,0.39,2007-07-04
9,2,Flood_2007_185.tif,0.01,185,2007,Landuse_2007.tif,0.0,0.01,0.04,0.0,0.26,0.0,0.69,2007-07-04
7,1,Flood_2007_185.tif,0.01,185,2007,Landuse_2007.tif,0.0,0.01,0.01,0.0,0.85,0.0,0.13,2007-07-04
9,3,Flood_2007_185.tif,0.02,185,2007,Landuse_2007.tif,0.0,0.0,0.0,0.04,0.3,0.0,0.65,2007-07-04
9,4,Flood_2007_185.tif,0.13,185,2007,Landuse_2007.tif,0.05,0.0,0.02,0.04,0.05,0.01,0.82,2007-07-04
9,6,Flood_2007_185.tif,0.05,185,2007,Landuse_2007.tif,0.0,0.0,0.0,0.56,0.0,0.01,0.43,2007-07-04
10,1,Flood_2007_185.tif,0.0,185,2007,Landuse_2007.tif,0.0,0.0,0.05,0.01,0.14,0.0,0.8,2007-07-04
9,7,Flood_2007_185.tif,0.2,185,2007,Landuse_2007.tif,0.1,0.0,0.03,0.16,0.0,0.24,0.47,2007-07-04
9,8,Flood_2007_185.tif,0.22,185,2007,Landuse_2007.tif,0.19,0.01,0.01,0.07,0.0,0.48,0.23,2007-07-04
7,4,Flood_2007_185.tif,0.1,185,2007,Landuse_2007.tif,0.02,0.0,0.0,0.02,0.52,0.0,0.44,2007-07-04
6,9,Flood_2007_185.tif,0.18,185,2007,Landuse_2007.tif,0.2,0.01,0.02,0.33,0.03,0.18,0.24,2007-07-04
7,8,Flood_2007_185.tif,0.09,185,2007,Landuse_2007.tif,0.12,0.04,0.03,0.03,0.03,0.37,0.36,2007-07-04
5,1,Flood_2007_185.tif,0.05,185,2007,Landuse_2007.tif,0.01,0.0,0.02,0.03,0.72,0.02,0.21,2007-07-04
6,1,Flood_2007_185.tif,0.0,185,2007,Landuse_2007.tif,0.0,0.01,0.01,0.01,0.84,0.0,0.13,2007-07-04
4,4,Flood_2007_185.tif,0.01,185,2007,Landuse_2007.tif,0.0,0.0,0.0,0.18,0.58,0.0,0.24,2007-07-04
2,9,Flood_2007_185.tif,0.25,185,2007,Landuse_2007.tif,0.1,0.17,0.0,0.0,0.0,0.0,0.73,2007-07-04
2,10,Flood_2007_185.tif,0.2,185,2007,Landuse_2007.tif,0.11,0.13,0.05,0.0,0.06,0.01,0.62,2007-07-04
2,11,Flood_2007_185.tif,0.68,185,2007,Landuse_2007.tif,0.83,0.0,0.0,0.0,0.0,0.0,0.17,2007-07-04
2,12,Flood_2007_185.tif,0.66,185,2007,Landuse_2007.tif,0.77,0.02,0.0,0.0,0.0,0.0,0.21,2007-07-04
2,13,Flood_2007_185.tif,0.42,185,2007,Landuse_2007.tif,0.44,0.03,0.01,0.0,0.0,0.0,0.52,2007-07-04
7,0,Flood_2007_185.tif,0.01,185,2007,Landuse_2007.tif,0.0,0.0,0.0,0.04,0.89,0.0,0.07,2007-07-04
0,3,Flood_2007_185.tif,0.46,185,2007,Landuse_2007.tif,0.41,0.03,0.02,0.0,0.04,0.01,0.49,2007-07-04
7,9,Flood_2007_185.tif,0.41,185,2007,Landuse_2007.tif,0.49,0.03,0.02,0.06,0.07,0.06,0.27,2007-07-04
