x_coord,y_coord,image_source_x,water_percentage,date,year,image_source_y,inland_aquaculture,shrimp_rice_farming,single_rice_cropping,triple_rice_cropping,double_rice_cropping_dry,double_rice_cropping_rain,others,date_time
7,7,Flood_2001_153.tif,0.03,153,2001,Landuse_2001.tif,0.0,0.0,0.0,0.32,0.24,0.02,0.41,2001-06-02
9,6,Flood_2001_153.tif,0.04,153,2001,Landuse_2001.tif,0.0,0.0,0.0,0.45,0.11,0.01,0.43,2001-06-02
3,12,Flood_2001_153.tif,0.5,153,2001,Landuse_2001.tif,0.56,0.09,0.0,0.03,0.0,0.02,0.29,2001-06-02
8,4,Flood_2001_153.tif,0.07,153,2001,Landuse_2001.tif,0.03,0.0,0.02,0.07,0.31,0.01,0.56,2001-06-02
10,1,Flood_2001_153.tif,0.01,153,2001,Landuse_2001.tif,0.02,0.01,0.08,0.03,0.18,0.0,0.67,2001-06-02
10,6,Flood_2001_153.tif,0.11,153,2001,Landuse_2001.tif,0.02,0.01,0.1,0.23,0.02,0.21,0.41,2001-06-02
11,2,Flood_2001_153.tif,0.09,153,2001,Landuse_2001.tif,0.0,0.0,0.03,0.12,0.0,0.68,0.17,2001-06-02
11,3,Flood_2001_153.tif,0.14,153,2001,Landuse_2001.tif,0.06,0.02,0.05,0.53,0.0,0.06,0.28,2001-06-02
11,4,Flood_2001_153.tif,0.2,153,2001,Landuse_2001.tif,0.04,0.01,0.05,0.23,0.0,0.03,0.63,2001-06-02
10,2,Flood_2001_153.tif,0.08,153,2001,Landuse_2001.tif,0.0,0.0,0.04,0.24,0.28,0.01,0.42,2001-06-02
11,7,Flood_2001_153.tif,0.34,153,2001,Landuse_2001.tif,0.55,0.04,0.12,0.01,0.0,0.02,0.27,2001-06-02
11,6,Flood_2001_153.tif,0.45,153,2001,Landuse_2001.tif,0.56,0.06,0.04,0.0,0.0,0.08,0.26,2001-06-02
11,5,Flood_2001_153.tif,0.35,153,2001,Landuse_2001.tif,0.16,0.04,0.04,0.26,0.0,0.09,0.41,2001-06-02
10,7,Flood_2001_153.tif,0.19,153,2001,Landuse_2001.tif,0.17,0.05,0.02,0.06,0.0,0.36,0.35,2001-06-02
8,9,Flood_2001_153.tif,0.37,153,2001,Landuse_2001.tif,0.58,0.1,0.06,0.0,0.0,0.01,0.26,2001-06-02
4,6,Flood_2001_153.tif,0.1,153,2001,Landuse_2001.tif,0.0,0.0,0.0,0.11,0.65,0.01,0.24,2001-06-02
8,5,Flood_2001_153.tif,0.04,153,2001,Landuse_2001.tif,0.0,0.0,0.01,0.21,0.27,0.01,0.5,2001-06-02
6,0,Flood_2001_153.tif,0.0,153,2001,Landuse_2001.tif,0.0,0.0,0.07,0.02,0.76,0.0,0.15,2001-06-02
4,8,Flood_2001_153.tif,0.18,153,2001,Landuse_2001.tif,0.12,0.06,0.01,0.1,0.0,0.31,0.4,2001-06-02
4,9,Flood_2001_153.tif,0.63,153,2001,Landuse_2001.tif,0.65,0.08,0.06,0.02,0.03,0.06,0.11,2001-06-02
4,7,Flood_2001_153.tif,0.2,153,2001,Landuse_2001.tif,0.0,0.02,0.01,0.31,0.05,0.21,0.4,2001-06-02
4,1,Flood_2001_153.tif,0.1,153,2001,Landuse_2001.tif,0.02,0.0,0.03,0.0,0.66,0.0,0.28,2001-06-02
6,1,Flood_2001_153.tif,0.01,153,2001,Landuse_2001.tif,0.02,0.01,0.35,0.0,0.43,0.0,0.2,2001-06-02
4,4,Flood_2001_153.tif,0.0,153,2001,Landuse_2001.tif,0.0,0.0,0.0,0.0,0.76,0.0,0.24,2001-06-02
4,3,Flood_2001_153.tif,0.0,153,2001,Landuse_2001.tif,0.0,0.0,0.0,0.0,0.81,0.0,0.19,2001-06-02
6,2,Flood_2001_153.tif,0.01,153,2001,Landuse_2001.tif,0.0,0.01,0.02,0.0,0.81,0.0,0.15,2001-06-02
8,8,Flood_2001_153.tif,0.29,153,2001,Landuse_2001.tif,0.21,0.13,0.02,0.0,0.0,0.45,0.19,2001-06-02
4,5,Flood_2001_153.tif,0.0,153,2001,Landuse_2001.tif,0.0,0.0,0.0,0.0,0.8,0.0,0.2,2001-06-02
4,2,Flood_2001_153.tif,0.05,153,2001,Landuse_2001.tif,0.0,0.0,0.03,0.03,0.69,0.0,0.25,2001-06-02
7,5,Flood_2001_153.tif,0.14,153,2001,Landuse_2001.tif,0.03,0.0,0.02,0.08,0.21,0.01,0.65,2001-06-02
5,9,Flood_2001_153.tif,0.53,153,2001,Landuse_2001.tif,0.3,0.06,0.06,0.0,0.0,0.38,0.19,2001-06-02
5,2,Flood_2001_153.tif,0.06,153,2001,Landuse_2001.tif,0.01,0.0,0.03,0.16,0.54,0.0,0.25,2001-06-02
9,3,Flood_2001_153.tif,0.09,153,2001,Landuse_2001.tif,0.0,0.0,0.01,0.03,0.35,0.0,0.6,2001-06-02
0,3,Flood_2001_153.tif,0.19,153,2001,Landuse_2001.tif,0.42,0.02,0.04,0.01,0.01,0.0,0.51,2001-06-02
9,4,Flood_2001_153.tif,0.12,153,2001,Landuse_2001.tif,0.03,0.01,0.03,0.1,0.02,0.01,0.79,2001-06-02
5,8,Flood_2001_153.tif,0.29,153,2001,Landuse_2001.tif,0.15,0.09,0.06,0.06,0.08,0.2,0.36,2001-06-02
5,1,Flood_2001_153.tif,0.03,153,2001,Landuse_2001.tif,0.02,0.0,0.11,0.0,0.67,0.0,0.19,2001-06-02
9,2,Flood_2001_153.tif,0.04,153,2001,Landuse_2001.tif,0.02,0.02,0.25,0.0,0.29,0.0,0.42,2001-06-02
5,3,Flood_2001_153.tif,0.06,153,2001,Landuse_2001.tif,0.03,0.0,0.03,0.11,0.45,0.01,0.37,2001-06-02
5,5,Flood_2001_153.tif,0.0,153,2001,Landuse_2001.tif,0.0,0.0,0.02,0.01,0.7,0.0,0.27,2001-06-02
12,4,Flood_2001_153.tif,0.49,153,2001,Landuse_2001.tif,0.29,0.04,0.18,0.15,0.0,0.02,0.32,2001-06-02
5,10,Flood_2001_153.tif,0.73,153,2001,Landuse_2001.tif,0.86,0.04,0.04,0.0,0.0,0.04,0.02,2001-06-02
9,1,Flood_2001_153.tif,0.0,153,2001,Landuse_2001.tif,0.04,0.03,0.15,0.0,0.42,0.0,0.36,2001-06-02
1,4,Flood_2001_153.tif,0.04,153,2001,Landuse_2001.tif,0.05,0.0,0.1,0.0,0.09,0.0,0.75,2001-06-02
5,6,Flood_2001_153.tif,0.02,153,2001,Landuse_2001.tif,0.0,0.0,0.01,0.05,0.65,0.01,0.28,2001-06-02
1,3,Flood_2001_153.tif,0.01,153,2001,Landuse_2001.tif,0.01,0.0,0.29,0.0,0.16,0.0,0.55,2001-06-02
5,4,Flood_2001_153.tif,0.01,153,2001,Landuse_2001.tif,0.01,0.0,0.01,0.0,0.73,0.0,0.25,2001-06-02
12,3,Flood_2001_153.tif,0.33,153,2001,Landuse_2001.tif,0.11,0.01,0.05,0.59,0.0,0.06,0.19,2001-06-02
5,7,Flood_2001_153.tif,0.1,153,2001,Landuse_2001.tif,0.0,0.0,0.02,0.32,0.18,0.03,0.45,2001-06-02
4,5,Flood_2001_161.tif,0.0,161,2001,Landuse_2001.tif,0.0,0.0,0.0,0.0,0.8,0.0,0.2,2001-06-10
6,5,Flood_2001_161.tif,0.01,161,2001,Landuse_2001.tif,0.01,0.0,0.02,0.04,0.44,0.0,0.5,2001-06-10
7,4,Flood_2001_161.tif,0.05,161,2001,Landuse_2001.tif,0.01,0.01,0.01,0.02,0.53,0.0,0.42,2001-06-10
8,5,Flood_2001_161.tif,0.0,161,2001,Landuse_2001.tif,0.0,0.0,0.01,0.21,0.27,0.01,0.5,2001-06-10
10,7,Flood_2001_161.tif,0.07,161,2001,Landuse_2001.tif,0.17,0.05,0.02,0.06,0.0,0.36,0.35,2001-06-10
6,4,Flood_2001_161.tif,0.08,161,2001,Landuse_2001.tif,0.01,0.0,0.03,0.02,0.48,0.0,0.45,2001-06-10
8,6,Flood_2001_161.tif,0.16,161,2001,Landuse_2001.tif,0.07,0.0,0.03,0.21,0.02,0.02,0.65,2001-06-10
5,9,Flood_2001_161.tif,0.46,161,2001,Landuse_2001.tif,0.3,0.06,0.06,0.0,0.0,0.38,0.19,2001-06-10
4,1,Flood_2001_161.tif,0.08,161,2001,Landuse_2001.tif,0.02,0.0,0.03,0.0,0.66,0.0,0.28,2001-06-10
12,3,Flood_2001_161.tif,0.16,161,2001,Landuse_2001.tif,0.11,0.01,0.05,0.59,0.0,0.06,0.19,2001-06-10
4,2,Flood_2001_161.tif,0.04,161,2001,Landuse_2001.tif,0.0,0.0,0.03,0.03,0.69,0.0,0.25,2001-06-10
2,8,Flood_2001_161.tif,0.04,161,2001,Landuse_2001.tif,0.02,0.06,0.03,0.0,0.0,0.02,0.87,2001-06-10
11,5,Flood_2001_161.tif,0.22,161,2001,Landuse_2001.tif,0.16,0.04,0.04,0.26,0.0,0.09,0.41,2001-06-10
2,13,Flood_2001_161.tif,0.22,161,2001,Landuse_2001.tif,0.63,0.11,0.01,0.01,0.0,0.01,0.23,2001-06-10
2,4,Flood_2001_161.tif,0.02,161,2001,Landuse_2001.tif,0.03,0.01,0.16,0.01,0.27,0.01,0.51,2001-06-10
7,6,Flood_2001_161.tif,0.01,161,2001,Landuse_2001.tif,0.0,0.0,0.0,0.26,0.08,0.0,0.66,2001-06-10
6,9,Flood_2001_161.tif,0.23,161,2001,Landuse_2001.tif,0.17,0.02,0.04,0.03,0.0,0.53,0.22,2001-06-10
8,4,Flood_2001_161.tif,0.08,161,2001,Landuse_2001.tif,0.03,0.0,0.02,0.07,0.31,0.01,0.56,2001-06-10
2,3,Flood_2001_161.tif,0.0,161,2001,Landuse_2001.tif,0.01,0.0,0.16,0.03,0.29,0.01,0.5,2001-06-10
7,8,Flood_2001_161.tif,0.18,161,2001,Landuse_2001.tif,0.04,0.14,0.03,0.1,0.02,0.38,0.29,2001-06-10
3,10,Flood_2001_161.tif,0.4,161,2001,Landuse_2001.tif,0.43,0.1,0.07,0.01,0.12,0.01,0.26,2001-06-10
11,2,Flood_2001_161.tif,0.01,161,2001,Landuse_2001.tif,0.0,0.0,0.03,0.12,0.0,0.68,0.17,2001-06-10
8,2,Flood_2001_161.tif,0.0,161,2001,Landuse_2001.tif,0.0,0.01,0.08,0.0,0.56,0.0,0.34,2001-06-10
11,7,Flood_2001_161.tif,0.09,161,2001,Landuse_2001.tif,0.55,0.04,0.12,0.01,0.0,0.02,0.27,2001-06-10
9,4,Flood_2001_161.tif,0.12,161,2001,Landuse_2001.tif,0.03,0.01,0.03,0.1,0.02,0.01,0.79,2001-06-10
5,2,Flood_2001_161.tif,0.07,161,2001,Landuse_2001.tif,0.01,0.0,0.03,0.16,0.54,0.0,0.25,2001-06-10
5,4,Flood_2001_161.tif,0.01,161,2001,Landuse_2001.tif,0.01,0.0,0.01,0.0,0.73,0.0,0.25,2001-06-10
6,2,Flood_2001_161.tif,0.01,161,2001,Landuse_2001.tif,0.0,0.01,0.02,0.0,0.81,0.0,0.15,2001-06-10
8,8,Flood_2001_161.tif,0.22,161,2001,Landuse_2001.tif,0.21,0.13,0.02,0.0,0.0,0.45,0.19,2001-06-10
7,5,Flood_2001_161.tif,0.09,161,2001,Landuse_2001.tif,0.03,0.0,0.02,0.08,0.21,0.01,0.65,2001-06-10
9,8,Flood_2001_161.tif,0.14,161,2001,Landuse_2001.tif,0.11,0.02,0.02,0.17,0.0,0.43,0.25,2001-06-10
4,8,Flood_2001_161.tif,0.14,161,2001,Landuse_2001.tif,0.12,0.06,0.01,0.1,0.0,0.31,0.4,2001-06-10
10,0,Flood_2001_161.tif,0.0,161,2001,Landuse_2001.tif,0.0,0.0,0.02,0.11,0.22,0.01,0.64,2001-06-10
9,1,Flood_2001_161.tif,0.0,161,2001,Landuse_2001.tif,0.04,0.03,0.15,0.0,0.42,0.0,0.36,2001-06-10
8,1,Flood_2001_161.tif,0.0,161,2001,Landuse_2001.tif,0.0,0.0,0.13,0.0,0.57,0.0,0.29,2001-06-10
10,6,Flood_2001_161.tif,0.05,161,2001,Landuse_2001.tif,0.02,0.01,0.1,0.23,0.02,0.21,0.41,2001-06-10
5,5,Flood_2001_161.tif,0.0,161,2001,Landuse_2001.tif,0.0,0.0,0.02,0.01,0.7,0.0,0.27,2001-06-10
2,11,Flood_2001_161.tif,0.19,161,2001,Landuse_2001.tif,0.72,0.16,0.0,0.0,0.0,0.0,0.12,2001-06-10
3,8,Flood_2001_161.tif,0.04,161,2001,Landuse_2001.tif,0.05,0.04,0.01,0.05,0.01,0.02,0.83,2001-06-10
3,2,Flood_2001_161.tif,0.0,161,2001,Landuse_2001.tif,0.0,0.0,0.01,0.03,0.62,0.0,0.33,2001-06-10
10,1,Flood_2001_161.tif,0.0,161,2001,Landuse_2001.tif,0.02,0.01,0.08,0.03,0.18,0.0,0.67,2001-06-10
8,9,Flood_2001_161.tif,0.21,161,2001,Landuse_2001.tif,0.58,0.1,0.06,0.0,0.0,0.01,0.26,2001-06-10
11,6,Flood_2001_161.tif,0.28,161,2001,Landuse_2001.tif,0.56,0.06,0.04,0.0,0.0,0.08,0.26,2001-06-10
10,2,Flood_2001_161.tif,0.0,161,2001,Landuse_2001.tif,0.0,0.0,0.04,0.24,0.28,0.01,0.42,2001-06-10
1,4,Flood_2001_161.tif,0.01,161,2001,Landuse_2001.tif,0.05,0.0,0.1,0.0,0.09,0.0,0.75,2001-06-10
4,7,Flood_2001_161.tif,0.07,161,2001,Landuse_2001.tif,0.0,0.02,0.01,0.31,0.05,0.21,0.4,2001-06-10
3,9,Flood_2001_161.tif,0.39,161,2001,Landuse_2001.tif,0.49,0.18,0.01,0.0,0.0,0.0,0.32,2001-06-10
2,10,Flood_2001_161.tif,0.13,161,2001,Landuse_2001.tif,0.07,0.03,0.01,0.11,0.17,0.03,0.57,2001-06-10
3,1,Flood_2001_161.tif,0.02,161,2001,Landuse_2001.tif,0.01,0.0,0.08,0.05,0.61,0.0,0.26,2001-06-10
1,3,Flood_2001_161.tif,0.0,161,2001,Landuse_2001.tif,0.01,0.0,0.29,0.0,0.16,0.0,0.55,2001-06-10
9,6,Flood_2001_161.tif,0.01,161,2001,Landuse_2001.tif,0.0,0.0,0.0,0.45,0.11,0.01,0.43,2001-06-10
4,6,Flood_2001_161.tif,0.02,161,2001,Landuse_2001.tif,0.0,0.0,0.0,0.11,0.65,0.01,0.24,2001-06-10
5,7,Flood_2001_161.tif,0.03,161,2001,Landuse_2001.tif,0.0,0.0,0.02,0.32,0.18,0.03,0.45,2001-06-10
7,0,Flood_2001_161.tif,0.0,161,2001,Landuse_2001.tif,0.0,0.0,0.13,0.0,0.68,0.0,0.19,2001-06-10
5,1,Flood_2001_161.tif,0.03,161,2001,Landuse_2001.tif,0.02,0.0,0.11,0.0,0.67,0.0,0.19,2001-06-10
10,5,Flood_2001_161.tif,0.16,161,2001,Landuse_2001.tif,0.08,0.01,0.02,0.04,0.0,0.04,0.81,2001-06-10
6,3,Flood_2001_161.tif,0.08,161,2001,Landuse_2001.tif,0.01,0.0,0.02,0.02,0.5,0.0,0.44,2001-06-10
8,7,Flood_2001_161.tif,0.02,161,2001,Landuse_2001.tif,0.0,0.0,0.02,0.22,0.04,0.31,0.4,2001-06-10
2,12,Flood_2001_161.tif,0.41,161,2001,Landuse_2001.tif,0.77,0.06,0.0,0.01,0.0,0.0,0.15,2001-06-10
5,8,Flood_2001_161.tif,0.25,161,2001,Landuse_2001.tif,0.15,0.09,0.06,0.06,0.08,0.2,0.36,2001-06-10
6,0,Flood_2001_161.tif,0.0,161,2001,Landuse_2001.tif,0.0,0.0,0.07,0.02,0.76,0.0,0.15,2001-06-10
12,4,Flood_2001_161.tif,0.27,161,2001,Landuse_2001.tif,0.29,0.04,0.18,0.15,0.0,0.02,0.32,2001-06-10
3,7,Flood_2001_161.tif,0.18,161,2001,Landuse_2001.tif,0.04,0.04,0.06,0.09,0.03,0.23,0.51,2001-06-10
3,6,Flood_2001_161.tif,0.24,161,2001,Landuse_2001.tif,0.0,0.01,0.02,0.12,0.06,0.48,0.31,2001-06-10
0,3,Flood_2001_161.tif,0.15,161,2001,Landuse_2001.tif,0.42,0.02,0.04,0.01,0.01,0.0,0.51,2001-06-10
4,10,Flood_2001_161.tif,0.57,161,2001,Landuse_2001.tif,0.82,0.05,0.03,0.0,0.0,0.03,0.07,2001-06-10
4,4,Flood_2001_161.tif,0.0,161,2001,Landuse_2001.tif,0.0,0.0,0.0,0.0,0.76,0.0,0.24,2001-06-10
3,11,Flood_2001_161.tif,0.52,161,2001,Landuse_2001.tif,0.96,0.03,0.0,0.0,0.0,0.0,0.01,2001-06-10
6,8,Flood_2001_161.tif,0.09,161,2001,Landuse_2001.tif,0.0,0.0,0.08,0.18,0.32,0.14,0.29,2001-06-10
4,3,Flood_2001_161.tif,0.0,161,2001,Landuse_2001.tif,0.0,0.0,0.0,0.0,0.81,0.0,0.19,2001-06-10
2,7,Flood_2001_161.tif,0.14,161,2001,Landuse_2001.tif,0.07,0.09,0.03,0.01,0.0,0.06,0.75,2001-06-10
8,3,Flood_2001_161.tif,0.02,161,2001,Landuse_2001.tif,0.0,0.0,0.01,0.01,0.53,0.0,0.44,2001-06-10
11,4,Flood_2001_161.tif,0.13,161,2001,Landuse_2001.tif,0.04,0.01,0.05,0.23,0.0,0.03,0.63,2001-06-10
7,1,Flood_2001_161.tif,0.0,161,2001,Landuse_2001.tif,0.01,0.01,0.15,0.0,0.4,0.0,0.43,2001-06-10
3,5,Flood_2001_161.tif,0.11,161,2001,Landuse_2001.tif,0.0,0.0,0.01,0.01,0.7,0.0,0.27,2001-06-10
9,3,Flood_2001_161.tif,0.01,161,2001,Landuse_2001.tif,0.0,0.0,0.01,0.03,0.35,0.0,0.6,2001-06-10
3,12,Flood_2001_161.tif,0.37,161,2001,Landuse_2001.tif,0.56,0.09,0.0,0.03,0.0,0.02,0.29,2001-06-10
3,4,Flood_2001_161.tif,0.0,161,2001,Landuse_2001.tif,0.0,0.0,0.01,0.0,0.85,0.0,0.13,2001-06-10
10,4,Flood_2001_161.tif,0.05,161,2001,Landuse_2001.tif,0.01,0.01,0.02,0.05,0.0,0.01,0.9,2001-06-10
4,9,Flood_2001_161.tif,0.48,161,2001,Landuse_2001.tif,0.65,0.08,0.06,0.02,0.03,0.06,0.11,2001-06-10
10,3,Flood_2001_161.tif,0.05,161,2001,Landuse_2001.tif,0.03,0.0,0.01,0.27,0.02,0.01,0.67,2001-06-10
9,7,Flood_2001_161.tif,0.18,161,2001,Landuse_2001.tif,0.08,0.0,0.04,0.2,0.01,0.27,0.41,2001-06-10
5,3,Flood_2001_161.tif,0.07,161,2001,Landuse_2001.tif,0.03,0.0,0.03,0.11,0.45,0.01,0.37,2001-06-10
7,3,Flood_2001_161.tif,0.03,161,2001,Landuse_2001.tif,0.01,0.0,0.03,0.0,0.55,0.0,0.4,2001-06-10
2,9,Flood_2001_161.tif,0.02,161,2001,Landuse_2001.tif,0.02,0.03,0.01,0.02,0.0,0.06,0.86,2001-06-10
3,3,Flood_2001_161.tif,0.0,161,2001,Landuse_2001.tif,0.02,0.02,0.02,0.02,0.64,0.01,0.28,2001-06-10
6,1,Flood_2001_161.tif,0.0,161,2001,Landuse_2001.tif,0.02,0.01,0.35,0.0,0.43,0.0,0.2,2001-06-10
5,10,Flood_2001_161.tif,0.5,161,2001,Landuse_2001.tif,0.86,0.04,0.04,0.0,0.0,0.04,0.02,2001-06-10
5,6,Flood_2001_161.tif,0.0,161,2001,Landuse_2001.tif,0.0,0.0,0.01,0.05,0.65,0.01,0.28,2001-06-10
6,6,Flood_2001_161.tif,0.0,161,2001,Landuse_2001.tif,0.0,0.0,0.02,0.09,0.6,0.0,0.29,2001-06-10
4,11,Flood_2001_161.tif,0.5,161,2001,Landuse_2001.tif,0.88,0.03,0.0,0.02,0.0,0.0,0.07,2001-06-10
9,2,Flood_2001_161.tif,0.0,161,2001,Landuse_2001.tif,0.02,0.02,0.25,0.0,0.29,0.0,0.42,2001-06-10
7,7,Flood_2001_161.tif,0.01,161,2001,Landuse_2001.tif,0.0,0.0,0.0,0.32,0.24,0.02,0.41,2001-06-10
7,9,Flood_2001_161.tif,0.28,161,2001,Landuse_2001.tif,0.24,0.09,0.08,0.0,0.0,0.32,0.26,2001-06-10
4,12,Flood_2001_161.tif,0.1,161,2001,Landuse_2001.tif,0.1,0.05,0.01,0.09,0.0,0.02,0.73,2001-06-10
11,3,Flood_2001_161.tif,0.05,161,2001,Landuse_2001.tif,0.06,0.02,0.05,0.53,0.0,0.06,0.28,2001-06-10
9,5,Flood_2001_161.tif,0.04,161,2001,Landuse_2001.tif,0.01,0.0,0.01,0.33,0.12,0.01,0.53,2001-06-10
6,7,Flood_2001_161.tif,0.02,161,2001,Landuse_2001.tif,0.0,0.0,0.06,0.13,0.42,0.01,0.38,2001-06-10
7,2,Flood_2001_161.tif,0.0,161,2001,Landuse_2001.tif,0.01,0.0,0.18,0.04,0.55,0.0,0.22,2001-06-10
2,13,Flood_2001_169.tif,0.22,169,2001,Landuse_2001.tif,0.63,0.11,0.01,0.01,0.0,0.01,0.23,2001-06-18
4,6,Flood_2001_169.tif,0.02,169,2001,Landuse_2001.tif,0.0,0.0,0.0,0.11,0.65,0.01,0.24,2001-06-18
9,1,Flood_2001_169.tif,0.0,169,2001,Landuse_2001.tif,0.04,0.03,0.15,0.0,0.42,0.0,0.36,2001-06-18
11,4,Flood_2001_169.tif,0.13,169,2001,Landuse_2001.tif,0.04,0.01,0.05,0.23,0.0,0.03,0.63,2001-06-18
10,7,Flood_2001_169.tif,0.07,169,2001,Landuse_2001.tif,0.17,0.05,0.02,0.06,0.0,0.36,0.35,2001-06-18
8,8,Flood_2001_169.tif,0.22,169,2001,Landuse_2001.tif,0.21,0.13,0.02,0.0,0.0,0.45,0.19,2001-06-18
9,4,Flood_2001_169.tif,0.12,169,2001,Landuse_2001.tif,0.03,0.01,0.03,0.1,0.02,0.01,0.79,2001-06-18
6,2,Flood_2001_169.tif,0.01,169,2001,Landuse_2001.tif,0.0,0.01,0.02,0.0,0.81,0.0,0.15,2001-06-18
12,3,Flood_2001_169.tif,0.16,169,2001,Landuse_2001.tif,0.11,0.01,0.05,0.59,0.0,0.06,0.19,2001-06-18
6,5,Flood_2001_169.tif,0.01,169,2001,Landuse_2001.tif,0.01,0.0,0.02,0.04,0.44,0.0,0.5,2001-06-18
2,4,Flood_2001_169.tif,0.02,169,2001,Landuse_2001.tif,0.03,0.01,0.16,0.01,0.27,0.01,0.51,2001-06-18
9,7,Flood_2001_169.tif,0.18,169,2001,Landuse_2001.tif,0.08,0.0,0.04,0.2,0.01,0.27,0.41,2001-06-18
3,5,Flood_2001_169.tif,0.11,169,2001,Landuse_2001.tif,0.0,0.0,0.01,0.01,0.7,0.0,0.27,2001-06-18
10,6,Flood_2001_169.tif,0.05,169,2001,Landuse_2001.tif,0.02,0.01,0.1,0.23,0.02,0.21,0.41,2001-06-18
7,3,Flood_2001_169.tif,0.03,169,2001,Landuse_2001.tif,0.01,0.0,0.03,0.0,0.55,0.0,0.4,2001-06-18
11,6,Flood_2001_169.tif,0.28,169,2001,Landuse_2001.tif,0.56,0.06,0.04,0.0,0.0,0.08,0.26,2001-06-18
11,2,Flood_2001_169.tif,0.01,169,2001,Landuse_2001.tif,0.0,0.0,0.03,0.12,0.0,0.68,0.17,2001-06-18
7,8,Flood_2001_169.tif,0.18,169,2001,Landuse_2001.tif,0.04,0.14,0.03,0.1,0.02,0.38,0.29,2001-06-18
4,4,Flood_2001_169.tif,0.0,169,2001,Landuse_2001.tif,0.0,0.0,0.0,0.0,0.76,0.0,0.24,2001-06-18
3,8,Flood_2001_169.tif,0.04,169,2001,Landuse_2001.tif,0.05,0.04,0.01,0.05,0.01,0.02,0.83,2001-06-18
8,2,Flood_2001_169.tif,0.0,169,2001,Landuse_2001.tif,0.0,0.01,0.08,0.0,0.56,0.0,0.34,2001-06-18
5,3,Flood_2001_169.tif,0.07,169,2001,Landuse_2001.tif,0.03,0.0,0.03,0.11,0.45,0.01,0.37,2001-06-18
4,9,Flood_2001_169.tif,0.48,169,2001,Landuse_2001.tif,0.65,0.08,0.06,0.02,0.03,0.06,0.11,2001-06-18
2,10,Flood_2001_169.tif,0.13,169,2001,Landuse_2001.tif,0.07,0.03,0.01,0.11,0.17,0.03,0.57,2001-06-18
4,3,Flood_2001_169.tif,0.0,169,2001,Landuse_2001.tif,0.0,0.0,0.0,0.0,0.81,0.0,0.19,2001-06-18
6,9,Flood_2001_169.tif,0.23,169,2001,Landuse_2001.tif,0.17,0.02,0.04,0.03,0.0,0.53,0.22,2001-06-18
4,5,Flood_2001_169.tif,0.0,169,2001,Landuse_2001.tif,0.0,0.0,0.0,0.0,0.8,0.0,0.2,2001-06-18
2,11,Flood_2001_169.tif,0.19,169,2001,Landuse_2001.tif,0.72,0.16,0.0,0.0,0.0,0.0,0.12,2001-06-18
11,3,Flood_2001_169.tif,0.05,169,2001,Landuse_2001.tif,0.06,0.02,0.05,0.53,0.0,0.06,0.28,2001-06-18
0,3,Flood_2001_169.tif,0.15,169,2001,Landuse_2001.tif,0.42,0.02,0.04,0.01,0.01,0.0,0.51,2001-06-18
7,0,Flood_2001_169.tif,0.0,169,2001,Landuse_2001.tif,0.0,0.0,0.13,0.0,0.68,0.0,0.19,2001-06-18
5,2,Flood_2001_169.tif,0.07,169,2001,Landuse_2001.tif,0.01,0.0,0.03,0.16,0.54,0.0,0.25,2001-06-18
2,12,Flood_2001_169.tif,0.41,169,2001,Landuse_2001.tif,0.77,0.06,0.0,0.01,0.0,0.0,0.15,2001-06-18
5,10,Flood_2001_169.tif,0.5,169,2001,Landuse_2001.tif,0.86,0.04,0.04,0.0,0.0,0.04,0.02,2001-06-18
5,1,Flood_2001_169.tif,0.03,169,2001,Landuse_2001.tif,0.02,0.0,0.11,0.0,0.67,0.0,0.19,2001-06-18
8,3,Flood_2001_169.tif,0.02,169,2001,Landuse_2001.tif,0.0,0.0,0.01,0.01,0.53,0.0,0.44,2001-06-18
12,4,Flood_2001_169.tif,0.27,169,2001,Landuse_2001.tif,0.29,0.04,0.18,0.15,0.0,0.02,0.32,2001-06-18
10,3,Flood_2001_169.tif,0.05,169,2001,Landuse_2001.tif,0.03,0.0,0.01,0.27,0.02,0.01,0.67,2001-06-18
3,3,Flood_2001_169.tif,0.0,169,2001,Landuse_2001.tif,0.02,0.02,0.02,0.02,0.64,0.01,0.28,2001-06-18
3,4,Flood_2001_169.tif,0.0,169,2001,Landuse_2001.tif,0.0,0.0,0.01,0.0,0.85,0.0,0.13,2001-06-18
8,1,Flood_2001_169.tif,0.0,169,2001,Landuse_2001.tif,0.0,0.0,0.13,0.0,0.57,0.0,0.29,2001-06-18
3,10,Flood_2001_169.tif,0.4,169,2001,Landuse_2001.tif,0.43,0.1,0.07,0.01,0.12,0.01,0.26,2001-06-18
5,5,Flood_2001_169.tif,0.0,169,2001,Landuse_2001.tif,0.0,0.0,0.02,0.01,0.7,0.0,0.27,2001-06-18
6,1,Flood_2001_169.tif,0.0,169,2001,Landuse_2001.tif,0.02,0.01,0.35,0.0,0.43,0.0,0.2,2001-06-18
2,7,Flood_2001_169.tif,0.14,169,2001,Landuse_2001.tif,0.07,0.09,0.03,0.01,0.0,0.06,0.75,2001-06-18
5,9,Flood_2001_169.tif,0.46,169,2001,Landuse_2001.tif,0.3,0.06,0.06,0.0,0.0,0.38,0.19,2001-06-18
8,6,Flood_2001_169.tif,0.16,169,2001,Landuse_2001.tif,0.07,0.0,0.03,0.21,0.02,0.02,0.65,2001-06-18
