,x_coord,y_coord,image_source_x,water_percentage,date,year,image_source_y,inland_aquaculture,shrimp_rice_farming,single_rice_cropping,triple_rice_cropping,double_rice_cropping_dry,double_rice_cropping_rain,others,date_time
55216,12,3,Flood_2000_161.tif,0.12,161,2000,Landuse_2000.tif,0.1,0.01,0.02,0.26,0.0,0.33,0.27,2000-06-09
55225,12,4,Flood_2000_161.tif,0.34,161,2000,Landuse_2000.tif,0.25,0.03,0.12,0.02,0.0,0.14,0.44,2000-06-09
20630,5,6,Flood_2000_161.tif,0.0,161,2000,Landuse_2000.tif,0.0,0.0,0.0,0.09,0.6,0.01,0.3,2000-06-09
18721,4,10,Flood_2000_161.tif,0.43,161,2000,Landuse_2000.tif,0.37,0.04,0.1,0.0,0.0,0.22,0.27,2000-06-09
41847,8,5,Flood_2000_161.tif,0.02,161,2000,Landuse_2000.tif,0.0,0.0,0.0,0.31,0.02,0.16,0.5,2000-06-09
41856,8,6,Flood_2000_161.tif,0.2,161,2000,Landuse_2000.tif,0.08,0.04,0.0,0.2,0.0,0.01,0.67,2000-06-09
41870,8,8,Flood_2000_161.tif,0.31,161,2000,Landuse_2000.tif,0.08,0.05,0.04,0.0,0.0,0.5,0.34,2000-06-09
20792,5,4,Flood_2000_161.tif,0.02,161,2000,Landuse_2000.tif,0.0,0.0,0.0,0.17,0.54,0.03,0.25,2000-06-09
20704,5,3,Flood_2000_161.tif,0.09,161,2000,Landuse_2000.tif,0.01,0.03,0.01,0.18,0.36,0.02,0.38,2000-06-09
18688,4,11,Flood_2000_161.tif,0.56,161,2000,Landuse_2000.tif,0.61,0.01,0.01,0.0,0.0,0.05,0.32,2000-06-09
41892,8,7,Flood_2000_161.tif,0.03,161,2000,Landuse_2000.tif,0.01,0.0,0.0,0.17,0.02,0.37,0.44,2000-06-09
22429,5,2,Flood_2000_169.tif,0.08,169,2000,Landuse_2000.tif,0.0,0.03,0.02,0.15,0.54,0.02,0.25,2000-06-17
51908,11,7,Flood_2000_169.tif,0.35,169,2000,Landuse_2000.tif,0.38,0.02,0.06,0.0,0.0,0.06,0.48,2000-06-17
692,1,3,Flood_2000_169.tif,0.01,169,2000,Landuse_2000.tif,0.01,0.16,0.15,0.0,0.09,0.0,0.59,2000-06-17
18804,4,4,Flood_2000_169.tif,0.0,169,2000,Landuse_2000.tif,0.0,0.0,0.0,0.0,0.75,0.0,0.24,2000-06-17
10335,3,12,Flood_2000_169.tif,0.45,169,2000,Landuse_2000.tif,0.56,0.04,0.0,0.0,0.0,0.0,0.39,2000-06-17
41311,8,7,Flood_2000_169.tif,0.02,169,2000,Landuse_2000.tif,0.01,0.0,0.0,0.17,0.02,0.37,0.44,2000-06-17
47516,10,1,Flood_2000_169.tif,0.02,169,2000,Landuse_2000.tif,0.0,0.01,0.04,0.03,0.21,0.0,0.7,2000-06-17
31083,6,1,Flood_2000_169.tif,0.05,169,2000,Landuse_2000.tif,0.0,0.02,0.24,0.01,0.51,0.0,0.21,2000-06-17
41256,8,6,Flood_2000_169.tif,0.25,169,2000,Landuse_2000.tif,0.08,0.04,0.0,0.2,0.0,0.01,0.67,2000-06-17
18862,4,3,Flood_2000_169.tif,0.0,169,2000,Landuse_2000.tif,0.0,0.0,0.01,0.01,0.8,0.0,0.19,2000-06-17
494,0,3,Flood_2000_169.tif,0.28,169,2000,Landuse_2000.tif,0.21,0.04,0.01,0.01,0.02,0.0,0.71,2000-06-17
47512,10,2,Flood_2000_169.tif,0.02,169,2000,Landuse_2000.tif,0.0,0.0,0.02,0.19,0.28,0.06,0.45,2000-06-17
55446,12,3,Flood_2000_169.tif,0.13,169,2000,Landuse_2000.tif,0.1,0.01,0.02,0.26,0.0,0.33,0.27,2000-06-17
21447,5,9,Flood_2000_169.tif,0.2,169,2000,Landuse_2000.tif,0.09,0.02,0.01,0.05,0.0,0.54,0.29,2000-06-17
36286,7,0,Flood_2000_169.tif,0.02,169,2000,Landuse_2000.tif,0.0,0.01,0.03,0.17,0.54,0.06,0.19,2000-06-17
37087,7,9,Flood_2000_169.tif,0.44,169,2000,Landuse_2000.tif,0.13,0.04,0.2,0.0,0.0,0.28,0.35,2000-06-17
10364,3,11,Flood_2000_169.tif,0.28,169,2000,Landuse_2000.tif,0.15,0.08,0.05,0.0,0.0,0.04,0.68,2000-06-17
30917,6,9,Flood_2000_169.tif,0.21,169,2000,Landuse_2000.tif,0.03,0.02,0.07,0.09,0.0,0.55,0.24,2000-06-17
31072,6,4,Flood_2000_169.tif,0.1,169,2000,Landuse_2000.tif,0.01,0.02,0.01,0.16,0.33,0.02,0.45,2000-06-17
36875,7,8,Flood_2000_169.tif,0.15,169,2000,Landuse_2000.tif,0.05,0.05,0.01,0.05,0.0,0.43,0.41,2000-06-17
37241,7,3,Flood_2000_169.tif,0.09,169,2000,Landuse_2000.tif,0.0,0.01,0.0,0.12,0.46,0.0,0.41,2000-06-17
31278,6,5,Flood_2000_169.tif,0.04,169,2000,Landuse_2000.tif,0.01,0.0,0.0,0.28,0.18,0.03,0.5,2000-06-17
55496,12,4,Flood_2000_169.tif,0.34,169,2000,Landuse_2000.tif,0.25,0.03,0.12,0.02,0.0,0.14,0.44,2000-06-17
36974,7,7,Flood_2000_169.tif,0.01,169,2000,Landuse_2000.tif,0.0,0.0,0.0,0.26,0.19,0.09,0.46,2000-06-17
17514,4,12,Flood_2000_169.tif,0.13,169,2000,Landuse_2000.tif,0.06,0.03,0.0,0.03,0.0,0.01,0.87,2000-06-17
41272,8,5,Flood_2000_169.tif,0.09,169,2000,Landuse_2000.tif,0.0,0.0,0.0,0.31,0.02,0.16,0.5,2000-06-17
47124,10,4,Flood_2000_169.tif,0.08,169,2000,Landuse_2000.tif,0.01,0.02,0.0,0.03,0.0,0.01,0.93,2000-06-17
22372,5,5,Flood_2000_169.tif,0.0,169,2000,Landuse_2000.tif,0.0,0.0,0.0,0.22,0.43,0.08,0.27,2000-06-17
41396,8,4,Flood_2000_169.tif,0.11,169,2000,Landuse_2000.tif,0.03,0.02,0.0,0.26,0.09,0.03,0.57,2000-06-17
47065,10,5,Flood_2000_169.tif,0.18,169,2000,Landuse_2000.tif,0.09,0.02,0.01,0.02,0.0,0.04,0.81,2000-06-17
22325,5,6,Flood_2000_169.tif,0.0,169,2000,Landuse_2000.tif,0.0,0.0,0.0,0.09,0.6,0.01,0.3,2000-06-17
22038,5,1,Flood_2000_169.tif,0.06,169,2000,Landuse_2000.tif,0.0,0.02,0.03,0.04,0.69,0.0,0.22,2000-06-17
31140,6,3,Flood_2000_169.tif,0.12,169,2000,Landuse_2000.tif,0.01,0.02,0.01,0.15,0.38,0.0,0.43,2000-06-17
31029,6,8,Flood_2000_169.tif,0.32,169,2000,Landuse_2000.tif,0.0,0.0,0.01,0.36,0.0,0.3,0.32,2000-06-17
41430,8,8,Flood_2000_169.tif,0.26,169,2000,Landuse_2000.tif,0.08,0.05,0.04,0.0,0.0,0.5,0.34,2000-06-17
30803,6,7,Flood_2000_169.tif,0.05,169,2000,Landuse_2000.tif,0.0,0.0,0.0,0.32,0.24,0.01,0.43,2000-06-17
31157,6,2,Flood_2000_169.tif,0.01,169,2000,Landuse_2000.tif,0.0,0.0,0.01,0.01,0.82,0.0,0.16,2000-06-17
570,1,4,Flood_2000_169.tif,0.11,169,2000,Landuse_2000.tif,0.03,0.05,0.09,0.0,0.03,0.01,0.78,2000-06-17
41380,8,2,Flood_2000_169.tif,0.02,169,2000,Landuse_2000.tif,0.0,0.0,0.05,0.11,0.48,0.0,0.36,2000-06-17
37371,7,2,Flood_2000_169.tif,0.04,169,2000,Landuse_2000.tif,0.0,0.01,0.06,0.08,0.63,0.0,0.22,2000-06-17
17570,4,9,Flood_2000_169.tif,0.36,169,2000,Landuse_2000.tif,0.39,0.08,0.01,0.02,0.01,0.16,0.32,2000-06-17
47536,10,0,Flood_2000_169.tif,0.02,169,2000,Landuse_2000.tif,0.0,0.01,0.01,0.15,0.14,0.01,0.69,2000-06-17
18659,4,2,Flood_2000_169.tif,0.05,169,2000,Landuse_2000.tif,0.0,0.03,0.01,0.06,0.65,0.01,0.25,2000-06-17
31050,6,6,Flood_2000_169.tif,0.01,169,2000,Landuse_2000.tif,0.0,0.0,0.0,0.29,0.39,0.03,0.28,2000-06-17
17541,4,8,Flood_2000_169.tif,0.05,169,2000,Landuse_2000.tif,0.05,0.01,0.01,0.02,0.0,0.36,0.56,2000-06-17
31052,6,0,Flood_2000_169.tif,0.01,169,2000,Landuse_2000.tif,0.0,0.0,0.03,0.26,0.48,0.08,0.15,2000-06-17
37270,7,4,Flood_2000_169.tif,0.08,169,2000,Landuse_2000.tif,0.01,0.01,0.0,0.09,0.45,0.0,0.43,2000-06-17
18640,4,1,Flood_2000_169.tif,0.12,169,2000,Landuse_2000.tif,0.02,0.03,0.01,0.11,0.54,0.01,0.28,2000-06-17
41345,8,1,Flood_2000_169.tif,0.0,169,2000,Landuse_2000.tif,0.0,0.0,0.04,0.06,0.56,0.05,0.29,2000-06-17
22298,5,4,Flood_2000_169.tif,0.02,169,2000,Landuse_2000.tif,0.0,0.0,0.0,0.17,0.54,0.03,0.25,2000-06-17
37324,7,5,Flood_2000_169.tif,0.13,169,2000,Landuse_2000.tif,0.04,0.02,0.0,0.19,0.07,0.01,0.66,2000-06-17
36336,7,1,Flood_2000_169.tif,0.01,169,2000,Landuse_2000.tif,0.0,0.0,0.04,0.0,0.51,0.0,0.44,2000-06-17
17487,4,10,Flood_2000_169.tif,0.42,169,2000,Landuse_2000.tif,0.37,0.04,0.1,0.0,0.0,0.22,0.27,2000-06-17
17476,4,11,Flood_2000_169.tif,0.53,169,2000,Landuse_2000.tif,0.61,0.01,0.01,0.0,0.0,0.05,0.32,2000-06-17
9907,3,3,Flood_2000_169.tif,0.0,169,2000,Landuse_2000.tif,0.0,0.01,0.02,0.01,0.64,0.0,0.32,2000-06-17
17388,4,7,Flood_2000_169.tif,0.04,169,2000,Landuse_2000.tif,0.0,0.02,0.0,0.2,0.03,0.2,0.55,2000-06-17
9889,3,8,Flood_2000_169.tif,0.07,169,2000,Landuse_2000.tif,0.0,0.02,0.02,0.0,0.0,0.02,0.92,2000-06-17
9879,3,9,Flood_2000_169.tif,0.27,169,2000,Landuse_2000.tif,0.2,0.11,0.02,0.0,0.0,0.02,0.65,2000-06-17
9873,3,10,Flood_2000_169.tif,0.13,169,2000,Landuse_2000.tif,0.06,0.07,0.09,0.05,0.05,0.19,0.49,2000-06-17
9859,3,7,Flood_2000_169.tif,0.07,169,2000,Landuse_2000.tif,0.02,0.04,0.01,0.09,0.0,0.29,0.54,2000-06-17
22511,5,3,Flood_2000_169.tif,0.11,169,2000,Landuse_2000.tif,0.01,0.03,0.01,0.18,0.36,0.02,0.38,2000-06-17
6643,2,9,Flood_2000_169.tif,0.14,169,2000,Landuse_2000.tif,0.0,0.05,0.0,0.0,0.0,0.02,0.92,2000-06-17
6651,2,10,Flood_2000_169.tif,0.1,169,2000,Landuse_2000.tif,0.03,0.01,0.02,0.15,0.01,0.08,0.7,2000-06-17
6652,2,11,Flood_2000_169.tif,0.18,169,2000,Landuse_2000.tif,0.08,0.03,0.05,0.02,0.0,0.04,0.78,2000-06-17
47244,10,7,Flood_2000_169.tif,0.15,169,2000,Landuse_2000.tif,0.13,0.02,0.0,0.01,0.0,0.37,0.46,2000-06-17
6660,2,8,Flood_2000_169.tif,0.19,169,2000,Landuse_2000.tif,0.02,0.09,0.04,0.0,0.0,0.0,0.84,2000-06-17
9804,3,1,Flood_2000_169.tif,0.11,169,2000,Landuse_2000.tif,0.0,0.02,0.05,0.05,0.63,0.0,0.26,2000-06-17
43682,9,7,Flood_2000_169.tif,0.19,169,2000,Landuse_2000.tif,0.09,0.03,0.01,0.05,0.0,0.25,0.56,2000-06-17
51989,11,3,Flood_2000_169.tif,0.05,169,2000,Landuse_2000.tif,0.06,0.01,0.02,0.33,0.0,0.25,0.33,2000-06-17
9792,3,2,Flood_2000_169.tif,0.0,169,2000,Landuse_2000.tif,0.0,0.0,0.0,0.02,0.63,0.01,0.33,2000-06-17
41419,8,3,Flood_2000_169.tif,0.11,169,2000,Landuse_2000.tif,0.0,0.01,0.0,0.44,0.1,0.0,0.45,2000-06-17
52018,11,5,Flood_2000_169.tif,0.26,169,2000,Landuse_2000.tif,0.08,0.04,0.1,0.25,0.0,0.06,0.46,2000-06-17
21605,5,8,Flood_2000_169.tif,0.29,169,2000,Landuse_2000.tif,0.07,0.04,0.02,0.16,0.0,0.21,0.49,2000-06-17
52052,11,4,Flood_2000_169.tif,0.16,169,2000,Landuse_2000.tif,0.04,0.03,0.01,0.13,0.0,0.08,0.72,2000-06-17
47290,10,3,Flood_2000_169.tif,0.08,169,2000,Landuse_2000.tif,0.02,0.02,0.0,0.24,0.02,0.0,0.7,2000-06-17
21398,5,10,Flood_2000_169.tif,0.59,169,2000,Landuse_2000.tif,0.51,0.04,0.09,0.0,0.0,0.14,0.22,2000-06-17
43809,9,4,Flood_2000_169.tif,0.14,169,2000,Landuse_2000.tif,0.05,0.04,0.0,0.09,0.01,0.01,0.8,2000-06-17
43799,9,3,Flood_2000_169.tif,0.04,169,2000,Landuse_2000.tif,0.0,0.0,0.0,0.34,0.05,0.0,0.6,2000-06-17
43791,9,6,Flood_2000_169.tif,0.08,169,2000,Landuse_2000.tif,0.0,0.0,0.0,0.36,0.0,0.19,0.45,2000-06-17
21555,5,7,Flood_2000_169.tif,0.07,169,2000,Landuse_2000.tif,0.0,0.0,0.0,0.32,0.06,0.03,0.58,2000-06-17
43782,9,5,Flood_2000_169.tif,0.09,169,2000,Landuse_2000.tif,0.01,0.01,0.0,0.41,0.0,0.04,0.54,2000-06-17
36919,7,6,Flood_2000_169.tif,0.03,169,2000,Landuse_2000.tif,0.0,0.0,0.0,0.21,0.09,0.0,0.69,2000-06-17
43746,9,2,Flood_2000_169.tif,0.01,169,2000,Landuse_2000.tif,0.0,0.11,0.14,0.0,0.33,0.0,0.42,2000-06-17
43740,9,1,Flood_2000_169.tif,0.02,169,2000,Landuse_2000.tif,0.0,0.03,0.1,0.0,0.46,0.0,0.41,2000-06-17
6678,2,7,Flood_2000_169.tif,0.31,169,2000,Landuse_2000.tif,0.05,0.05,0.04,0.0,0.0,0.04,0.82,2000-06-17
9913,3,4,Flood_2000_169.tif,0.0,169,2000,Landuse_2000.tif,0.0,0.0,0.01,0.02,0.84,0.0,0.13,2000-06-17
47253,10,6,Flood_2000_169.tif,0.09,169,2000,Landuse_2000.tif,0.02,0.01,0.06,0.08,0.0,0.42,0.41,2000-06-17
43662,9,8,Flood_2000_169.tif,0.17,169,2000,Landuse_2000.tif,0.07,0.02,0.03,0.05,0.0,0.53,0.3,2000-06-17
9923,3,5,Flood_2000_169.tif,0.13,169,2000,Landuse_2000.tif,0.0,0.0,0.01,0.09,0.56,0.06,0.28,2000-06-17
51969,11,6,Flood_2000_169.tif,0.41,169,2000,Landuse_2000.tif,0.36,0.07,0.09,0.0,0.0,0.08,0.4,2000-06-17
17401,4,5,Flood_2000_169.tif,0.0,169,2000,Landuse_2000.tif,0.0,0.0,0.0,0.01,0.8,0.0,0.2,2000-06-17
6601,2,3,Flood_2000_169.tif,0.0,169,2000,Landuse_2000.tif,0.01,0.1,0.06,0.04,0.26,0.01,0.53,2000-06-17
51979,11,2,Flood_2000_169.tif,0.01,169,2000,Landuse_2000.tif,0.0,0.0,0.0,0.02,0.0,0.79,0.18,2000-06-17
41535,8,9,Flood_2000_169.tif,0.42,169,2000,Landuse_2000.tif,0.4,0.05,0.1,0.0,0.0,0.01,0.44,2000-06-17
9924,3,6,Flood_2000_169.tif,0.03,169,2000,Landuse_2000.tif,0.0,0.02,0.0,0.08,0.03,0.5,0.36,2000-06-17
6482,2,12,Flood_2000_169.tif,0.51,169,2000,Landuse_2000.tif,0.6,0.05,0.0,0.01,0.0,0.0,0.34,2000-06-17
6582,2,4,Flood_2000_169.tif,0.07,169,2000,Landuse_2000.tif,0.01,0.02,0.15,0.02,0.21,0.07,0.52,2000-06-17
17432,4,6,Flood_2000_169.tif,0.02,169,2000,Landuse_2000.tif,0.0,0.0,0.0,0.15,0.59,0.02,0.24,2000-06-17
6484,2,13,Flood_2000_169.tif,0.34,169,2000,Landuse_2000.tif,0.4,0.02,0.0,0.0,0.0,0.0,0.57,2000-06-17
51961,11,4,Flood_2000_177.tif,0.15,177,2000,Landuse_2000.tif,0.04,0.03,0.01,0.13,0.0,0.08,0.72,2000-06-25
34891,7,6,Flood_2000_177.tif,0.01,177,2000,Landuse_2000.tif,0.0,0.0,0.0,0.21,0.09,0.0,0.69,2000-06-25
35277,7,9,Flood_2000_177.tif,0.41,177,2000,Landuse_2000.tif,0.13,0.04,0.2,0.0,0.0,0.28,0.35,2000-06-25
41615,8,3,Flood_2000_177.tif,0.09,177,2000,Landuse_2000.tif,0.0,0.01,0.0,0.44,0.1,0.0,0.45,2000-06-25
37064,7,1,Flood_2000_177.tif,0.02,177,2000,Landuse_2000.tif,0.0,0.0,0.04,0.0,0.51,0.0,0.44,2000-06-25
35192,7,8,Flood_2000_177.tif,0.07,177,2000,Landuse_2000.tif,0.05,0.05,0.01,0.05,0.0,0.43,0.41,2000-06-25
43712,9,2,Flood_2000_177.tif,0.02,177,2000,Landuse_2000.tif,0.0,0.11,0.14,0.0,0.33,0.0,0.42,2000-06-25
6523,2,8,Flood_2000_177.tif,0.07,177,2000,Landuse_2000.tif,0.02,0.09,0.04,0.0,0.0,0.0,0.84,2000-06-25
18061,4,11,Flood_2000_177.tif,0.46,177,2000,Landuse_2000.tif,0.61,0.01,0.01,0.0,0.0,0.05,0.32,2000-06-25
18050,4,12,Flood_2000_177.tif,0.09,177,2000,Landuse_2000.tif,0.06,0.03,0.0,0.03,0.0,0.01,0.87,2000-06-25
17291,4,4,Flood_2000_177.tif,0.0,177,2000,Landuse_2000.tif,0.0,0.0,0.0,0.0,0.75,0.0,0.24,2000-06-25
34946,7,7,Flood_2000_177.tif,0.02,177,2000,Landuse_2000.tif,0.0,0.0,0.0,0.26,0.19,0.09,0.46,2000-06-25
47190,10,2,Flood_2000_177.tif,0.01,177,2000,Landuse_2000.tif,0.0,0.0,0.02,0.19,0.28,0.06,0.45,2000-06-25
6749,2,13,Flood_2000_177.tif,0.31,177,2000,Landuse_2000.tif,0.4,0.02,0.0,0.0,0.0,0.0,0.57,2000-06-25
21534,5,9,Flood_2000_177.tif,0.13,177,2000,Landuse_2000.tif,0.09,0.02,0.01,0.05,0.0,0.54,0.29,2000-06-25
41453,8,5,Flood_2000_177.tif,0.09,177,2000,Landuse_2000.tif,0.0,0.0,0.0,0.31,0.02,0.16,0.5,2000-06-25
21785,5,6,Flood_2000_177.tif,0.01,177,2000,Landuse_2000.tif,0.0,0.0,0.0,0.09,0.6,0.01,0.3,2000-06-25
6791,2,12,Flood_2000_177.tif,0.48,177,2000,Landuse_2000.tif,0.6,0.05,0.0,0.01,0.0,0.0,0.34,2000-06-25
21451,5,8,Flood_2000_177.tif,0.16,177,2000,Landuse_2000.tif,0.07,0.04,0.02,0.16,0.0,0.21,0.49,2000-06-25
43217,9,8,Flood_2000_177.tif,0.11,177,2000,Landuse_2000.tif,0.07,0.02,0.03,0.05,0.0,0.53,0.3,2000-06-25
51952,11,3,Flood_2000_177.tif,0.07,177,2000,Landuse_2000.tif,0.06,0.01,0.02,0.33,0.0,0.25,0.33,2000-06-25
43223,9,6,Flood_2000_177.tif,0.04,177,2000,Landuse_2000.tif,0.0,0.0,0.0,0.36,0.0,0.19,0.45,2000-06-25
10415,3,8,Flood_2000_177.tif,0.03,177,2000,Landuse_2000.tif,0.0,0.02,0.02,0.0,0.0,0.02,0.92,2000-06-25
10429,3,9,Flood_2000_177.tif,0.23,177,2000,Landuse_2000.tif,0.2,0.11,0.02,0.0,0.0,0.02,0.65,2000-06-25
10432,3,12,Flood_2000_177.tif,0.41,177,2000,Landuse_2000.tif,0.56,0.04,0.0,0.0,0.0,0.0,0.39,2000-06-25
43721,9,3,Flood_2000_177.tif,0.03,177,2000,Landuse_2000.tif,0.0,0.0,0.0,0.34,0.05,0.0,0.6,2000-06-25
6795,2,11,Flood_2000_177.tif,0.09,177,2000,Landuse_2000.tif,0.08,0.03,0.05,0.02,0.0,0.04,0.78,2000-06-25
43229,9,7,Flood_2000_177.tif,0.18,177,2000,Landuse_2000.tif,0.09,0.03,0.01,0.05,0.0,0.25,0.56,2000-06-25
10437,3,11,Flood_2000_177.tif,0.13,177,2000,Landuse_2000.tif,0.15,0.08,0.05,0.0,0.0,0.04,0.68,2000-06-25
6454,2,3,Flood_2000_177.tif,0.0,177,2000,Landuse_2000.tif,0.01,0.1,0.06,0.04,0.26,0.01,0.53,2000-06-25
47169,10,0,Flood_2000_177.tif,0.04,177,2000,Landuse_2000.tif,0.0,0.01,0.01,0.15,0.14,0.01,0.69,2000-06-25
17191,4,2,Flood_2000_177.tif,0.03,177,2000,Landuse_2000.tif,0.0,0.03,0.01,0.06,0.65,0.01,0.25,2000-06-25
17165,4,1,Flood_2000_177.tif,0.08,177,2000,Landuse_2000.tif,0.02,0.03,0.01,0.11,0.54,0.01,0.28,2000-06-25
10442,3,10,Flood_2000_177.tif,0.06,177,2000,Landuse_2000.tif,0.06,0.07,0.09,0.05,0.05,0.19,0.49,2000-06-25
36994,7,2,Flood_2000_177.tif,0.01,177,2000,Landuse_2000.tif,0.0,0.01,0.06,0.08,0.63,0.0,0.22,2000-06-25
22237,5,10,Flood_2000_177.tif,0.52,177,2000,Landuse_2000.tif,0.51,0.04,0.09,0.0,0.0,0.14,0.22,2000-06-25
17317,4,5,Flood_2000_177.tif,0.0,177,2000,Landuse_2000.tif,0.0,0.0,0.0,0.01,0.8,0.0,0.2,2000-06-25
6567,2,7,Flood_2000_177.tif,0.09,177,2000,Landuse_2000.tif,0.05,0.05,0.04,0.0,0.0,0.04,0.82,2000-06-25
41540,8,1,Flood_2000_177.tif,0.0,177,2000,Landuse_2000.tif,0.0,0.0,0.04,0.06,0.56,0.05,0.29,2000-06-25
795,1,4,Flood_2000_177.tif,0.01,177,2000,Landuse_2000.tif,0.03,0.05,0.09,0.0,0.03,0.01,0.78,2000-06-25
21908,5,3,Flood_2000_177.tif,0.2,177,2000,Landuse_2000.tif,0.01,0.03,0.01,0.18,0.36,0.02,0.38,2000-06-25
19143,4,10,Flood_2000_177.tif,0.36,177,2000,Landuse_2000.tif,0.37,0.04,0.1,0.0,0.0,0.22,0.27,2000-06-25
17076,4,3,Flood_2000_177.tif,0.0,177,2000,Landuse_2000.tif,0.0,0.0,0.01,0.01,0.8,0.0,0.19,2000-06-25
41490,8,7,Flood_2000_177.tif,0.02,177,2000,Landuse_2000.tif,0.01,0.0,0.0,0.17,0.02,0.37,0.44,2000-06-25
562,0,3,Flood_2000_177.tif,0.17,177,2000,Landuse_2000.tif,0.21,0.04,0.01,0.01,0.02,0.0,0.71,2000-06-25
55372,12,3,Flood_2000_177.tif,0.11,177,2000,Landuse_2000.tif,0.1,0.01,0.02,0.26,0.0,0.33,0.27,2000-06-25
21878,5,7,Flood_2000_177.tif,0.17,177,2000,Landuse_2000.tif,0.0,0.0,0.0,0.32,0.06,0.03,0.58,2000-06-25
47229,10,5,Flood_2000_177.tif,0.17,177,2000,Landuse_2000.tif,0.09,0.02,0.01,0.02,0.0,0.04,0.81,2000-06-25
51896,11,2,Flood_2000_177.tif,0.01,177,2000,Landuse_2000.tif,0.0,0.0,0.0,0.02,0.0,0.79,0.18,2000-06-25
42461,8,8,Flood_2000_177.tif,0.15,177,2000,Landuse_2000.tif,0.08,0.05,0.04,0.0,0.0,0.5,0.34,2000-06-25
48109,10,7,Flood_2000_177.tif,0.12,177,2000,Landuse_2000.tif,0.13,0.02,0.0,0.01,0.0,0.37,0.46,2000-06-25
37072,7,0,Flood_2000_177.tif,0.0,177,2000,Landuse_2000.tif,0.0,0.01,0.03,0.17,0.54,0.06,0.19,2000-06-25
55379,12,4,Flood_2000_177.tif,0.37,177,2000,Landuse_2000.tif,0.25,0.03,0.12,0.02,0.0,0.14,0.44,2000-06-25
47122,10,6,Flood_2000_177.tif,0.06,177,2000,Landuse_2000.tif,0.02,0.01,0.06,0.08,0.0,0.42,0.41,2000-06-25
47211,10,1,Flood_2000_177.tif,0.02,177,2000,Landuse_2000.tif,0.0,0.01,0.04,0.03,0.21,0.0,0.7,2000-06-25
21748,5,5,Flood_2000_177.tif,0.02,177,2000,Landuse_2000.tif,0.0,0.0,0.0,0.22,0.43,0.08,0.27,2000-06-25
51928,11,5,Flood_2000_177.tif,0.2,177,2000,Landuse_2000.tif,0.08,0.04,0.1,0.25,0.0,0.06,0.46,2000-06-25
47200,10,3,Flood_2000_177.tif,0.06,177,2000,Landuse_2000.tif,0.02,0.02,0.0,0.24,0.02,0.0,0.7,2000-06-25
21853,5,1,Flood_2000_177.tif,0.04,177,2000,Landuse_2000.tif,0.0,0.02,0.03,0.04,0.69,0.0,0.22,2000-06-25
35003,7,4,Flood_2000_177.tif,0.06,177,2000,Landuse_2000.tif,0.01,0.01,0.0,0.09,0.45,0.0,0.43,2000-06-25
6532,2,9,Flood_2000_177.tif,0.05,177,2000,Landuse_2000.tif,0.0,0.05,0.0,0.0,0.0,0.02,0.92,2000-06-25
47261,10,4,Flood_2000_177.tif,0.06,177,2000,Landuse_2000.tif,0.01,0.02,0.0,0.03,0.0,0.01,0.93,2000-06-25
21840,5,2,Flood_2000_177.tif,0.1,177,2000,Landuse_2000.tif,0.0,0.03,0.02,0.15,0.54,0.02,0.25,2000-06-25
43687,9,4,Flood_2000_177.tif,0.12,177,2000,Landuse_2000.tif,0.05,0.04,0.0,0.09,0.01,0.01,0.8,2000-06-25
37024,7,3,Flood_2000_177.tif,0.06,177,2000,Landuse_2000.tif,0.0,0.01,0.0,0.12,0.46,0.0,0.41,2000-06-25
43684,9,1,Flood_2000_177.tif,0.0,177,2000,Landuse_2000.tif,0.0,0.03,0.1,0.0,0.46,0.0,0.41,2000-06-25
17951,4,8,Flood_2000_177.tif,0.04,177,2000,Landuse_2000.tif,0.05,0.01,0.01,0.02,0.0,0.36,0.56,2000-06-25
41603,8,2,Flood_2000_177.tif,0.03,177,2000,Landuse_2000.tif,0.0,0.0,0.05,0.11,0.48,0.0,0.36,2000-06-25
41592,8,4,Flood_2000_177.tif,0.1,177,2000,Landuse_2000.tif,0.03,0.02,0.0,0.26,0.09,0.03,0.57,2000-06-25
17931,4,7,Flood_2000_177.tif,0.04,177,2000,Landuse_2000.tif,0.0,0.02,0.0,0.2,0.03,0.2,0.55,2000-06-25
17858,4,9,Flood_2000_177.tif,0.23,177,2000,Landuse_2000.tif,0.39,0.08,0.01,0.02,0.01,0.16,0.32,2000-06-25
820,1,3,Flood_2000_177.tif,0.0,177,2000,Landuse_2000.tif,0.01,0.16,0.15,0.0,0.09,0.0,0.59,2000-06-25
21677,5,4,Flood_2000_177.tif,0.04,177,2000,Landuse_2000.tif,0.0,0.0,0.0,0.17,0.54,0.03,0.25,2000-06-25
35042,7,5,Flood_2000_177.tif,0.16,177,2000,Landuse_2000.tif,0.04,0.02,0.0,0.19,0.07,0.01,0.66,2000-06-25
42524,8,9,Flood_2000_177.tif,0.37,177,2000,Landuse_2000.tif,0.4,0.05,0.1,0.0,0.0,0.01,0.44,2000-06-25
6468,2,4,Flood_2000_177.tif,0.01,177,2000,Landuse_2000.tif,0.01,0.02,0.15,0.02,0.21,0.07,0.52,2000-06-25
43697,9,5,Flood_2000_177.tif,0.11,177,2000,Landuse_2000.tif,0.01,0.01,0.0,0.41,0.0,0.04,0.54,2000-06-25
