x_coord,y_coord,image_source,inland_aquaculture,shrimp_rice_farming,single_rice_cropping,triple_rice_cropping,double_rice_cropping_dry,double_rice_cropping_rain,others,year
5,1,Landuse_2003.tif,0.01,0.03,0.01,0.13,0.63,0.0,0.2,2003
6,1,Landuse_2003.tif,0.0,0.03,0.06,0.03,0.74,0.0,0.14,2003
7,1,Landuse_2003.tif,0.01,0.04,0.1,0.04,0.65,0.0,0.16,2003
8,1,Landuse_2003.tif,0.0,0.01,0.04,0.1,0.63,0.05,0.17,2003
9,1,Landuse_2003.tif,0.0,0.01,0.06,0.05,0.21,0.0,0.67,2003
10,1,Landuse_2003.tif,0.0,0.01,0.1,0.04,0.08,0.0,0.77,2003
3,2,Landuse_2003.tif,0.0,0.0,0.01,0.04,0.61,0.02,0.33,2003
4,2,Landuse_2003.tif,0.0,0.03,0.0,0.19,0.52,0.0,0.25,2003
5,2,Landuse_2003.tif,0.01,0.02,0.01,0.36,0.34,0.0,0.26,2003
6,2,Landuse_2003.tif,0.0,0.01,0.0,0.02,0.8,0.0,0.17,2003
7,2,Landuse_2003.tif,0.0,0.01,0.05,0.22,0.46,0.0,0.25,2003
8,2,Landuse_2003.tif,0.0,0.01,0.06,0.18,0.52,0.0,0.23,2003
9,2,Landuse_2003.tif,0.0,0.01,0.16,0.02,0.17,0.0,0.65,2003
10,2,Landuse_2003.tif,0.0,0.0,0.04,0.15,0.26,0.03,0.52,2003
11,2,Landuse_2003.tif,0.01,0.02,0.03,0.1,0.0,0.47,0.38,2003
0,3,Landuse_2003.tif,0.3,0.02,0.07,0.01,0.01,0.0,0.59,2003
1,3,Landuse_2003.tif,0.0,0.0,0.3,0.02,0.13,0.0,0.54,2003
2,3,Landuse_2003.tif,0.0,0.0,0.15,0.06,0.31,0.02,0.45,2003
3,3,Landuse_2003.tif,0.0,0.0,0.01,0.05,0.62,0.01,0.32,2003
4,3,Landuse_2003.tif,0.0,0.0,0.0,0.21,0.6,0.0,0.19,2003
5,3,Landuse_2003.tif,0.02,0.02,0.01,0.33,0.22,0.0,0.4,2003
6,3,Landuse_2003.tif,0.02,0.02,0.0,0.2,0.3,0.0,0.45,2003
7,3,Landuse_2003.tif,0.01,0.01,0.0,0.22,0.34,0.0,0.43,2003
8,3,Landuse_2003.tif,0.0,0.01,0.0,0.46,0.08,0.0,0.45,2003
9,3,Landuse_2003.tif,0.0,0.0,0.0,0.24,0.1,0.0,0.65,2003
10,3,Landuse_2003.tif,0.02,0.02,0.0,0.21,0.01,0.0,0.74,2003
11,3,Landuse_2003.tif,0.09,0.04,0.02,0.42,0.0,0.02,0.41,2003
12,3,Landuse_2003.tif,0.13,0.03,0.04,0.55,0.0,0.04,0.21,2003
1,4,Landuse_2003.tif,0.14,0.01,0.14,0.02,0.03,0.01,0.66,2003
2,4,Landuse_2003.tif,0.01,0.0,0.11,0.06,0.25,0.07,0.48,2003
3,4,Landuse_2003.tif,0.0,0.0,0.0,0.06,0.81,0.0,0.13,2003
4,4,Landuse_2003.tif,0.0,0.0,0.0,0.31,0.44,0.0,0.24,2003
5,4,Landuse_2003.tif,0.01,0.01,0.0,0.46,0.28,0.0,0.25,2003
6,4,Landuse_2003.tif,0.01,0.03,0.0,0.17,0.32,0.01,0.47,2003
7,4,Landuse_2003.tif,0.01,0.01,0.0,0.16,0.36,0.0,0.46,2003
8,4,Landuse_2003.tif,0.02,0.02,0.0,0.29,0.06,0.0,0.61,2003
9,4,Landuse_2003.tif,0.04,0.04,0.01,0.08,0.01,0.0,0.83,2003
10,4,Landuse_2003.tif,0.02,0.02,0.0,0.03,0.0,0.0,0.92,2003
11,4,Landuse_2003.tif,0.06,0.05,0.01,0.15,0.0,0.01,0.72,2003
12,4,Landuse_2003.tif,0.39,0.1,0.09,0.13,0.0,0.01,0.28,2003
3,5,Landuse_2003.tif,0.0,0.0,0.01,0.17,0.51,0.03,0.27,2003
4,5,Landuse_2003.tif,0.0,0.0,0.0,0.13,0.67,0.0,0.2,2003
5,5,Landuse_2003.tif,0.0,0.0,0.0,0.43,0.28,0.0,0.29,2003
6,5,Landuse_2003.tif,0.01,0.0,0.0,0.34,0.13,0.0,0.52,2003
7,5,Landuse_2003.tif,0.03,0.02,0.0,0.23,0.02,0.0,0.69,2003
8,5,Landuse_2003.tif,0.0,0.0,0.0,0.46,0.01,0.0,0.53,2003
9,5,Landuse_2003.tif,0.01,0.01,0.0,0.43,0.0,0.0,0.54,2003
10,5,Landuse_2003.tif,0.09,0.03,0.0,0.03,0.0,0.02,0.81,2003
11,5,Landuse_2003.tif,0.17,0.04,0.04,0.3,0.0,0.04,0.41,2003
3,6,Landuse_2003.tif,0.02,0.07,0.08,0.04,0.02,0.43,0.33,2003
4,6,Landuse_2003.tif,0.0,0.0,0.01,0.15,0.53,0.04,0.27,2003
5,6,Landuse_2003.tif,0.0,0.0,0.0,0.12,0.57,0.0,0.31,2003
6,6,Landuse_2003.tif,0.0,0.0,0.0,0.29,0.35,0.0,0.36,2003
7,6,Landuse_2003.tif,0.0,0.0,0.0,0.18,0.05,0.0,0.77,2003
8,6,Landuse_2003.tif,0.08,0.04,0.0,0.2,0.0,0.01,0.67,2003
9,6,Landuse_2003.tif,0.0,0.0,0.0,0.54,0.0,0.03,0.43,2003
10,6,Landuse_2003.tif,0.02,0.03,0.03,0.21,0.0,0.3,0.4,2003
11,6,Landuse_2003.tif,0.48,0.06,0.05,0.0,0.0,0.12,0.29,2003
2,7,Landuse_2003.tif,0.29,0.26,0.12,0.0,0.0,0.02,0.31,2003
3,7,Landuse_2003.tif,0.08,0.06,0.1,0.05,0.0,0.23,0.48,2003
4,7,Landuse_2003.tif,0.01,0.04,0.02,0.15,0.03,0.23,0.52,2003
5,7,Landuse_2003.tif,0.0,0.0,0.01,0.24,0.14,0.03,0.58,2003
6,7,Landuse_2003.tif,0.0,0.0,0.0,0.16,0.38,0.0,0.46,2003
7,7,Landuse_2003.tif,0.0,0.0,0.01,0.2,0.25,0.04,0.5,2003
8,7,Landuse_2003.tif,0.01,0.0,0.0,0.27,0.03,0.25,0.44,2003
9,7,Landuse_2003.tif,0.1,0.04,0.0,0.19,0.0,0.07,0.6,2003
10,7,Landuse_2003.tif,0.21,0.02,0.01,0.1,0.0,0.3,0.37,2003
11,7,Landuse_2003.tif,0.61,0.03,0.06,0.0,0.0,0.06,0.24,2003
2,8,Landuse_2003.tif,0.12,0.17,0.06,0.0,0.0,0.0,0.64,2003
3,8,Landuse_2003.tif,0.15,0.07,0.03,0.01,0.01,0.01,0.72,2003
4,8,Landuse_2003.tif,0.19,0.06,0.05,0.01,0.0,0.28,0.42,2003
5,8,Landuse_2003.tif,0.24,0.07,0.13,0.03,0.03,0.18,0.31,2003
6,8,Landuse_2003.tif,0.0,0.0,0.04,0.11,0.22,0.33,0.3,2003
7,8,Landuse_2003.tif,0.13,0.07,0.02,0.01,0.0,0.44,0.33,2003
8,8,Landuse_2003.tif,0.22,0.05,0.01,0.12,0.0,0.31,0.28,2003
9,8,Landuse_2003.tif,0.17,0.03,0.01,0.38,0.0,0.11,0.29,2003
2,9,Landuse_2003.tif,0.04,0.06,0.11,0.01,0.01,0.03,0.73,2003
3,9,Landuse_2003.tif,0.58,0.02,0.01,0.0,0.0,0.0,0.39,2003
4,9,Landuse_2003.tif,0.71,0.04,0.02,0.0,0.0,0.06,0.16,2003
5,9,Landuse_2003.tif,0.41,0.02,0.02,0.04,0.0,0.28,0.23,2003
6,9,Landuse_2003.tif,0.2,0.01,0.01,0.08,0.0,0.44,0.26,2003
7,9,Landuse_2003.tif,0.43,0.04,0.02,0.0,0.0,0.19,0.31,2003
8,9,Landuse_2003.tif,0.63,0.06,0.03,0.0,0.0,0.0,0.29,2003
2,10,Landuse_2003.tif,0.09,0.01,0.1,0.06,0.08,0.1,0.56,2003
3,10,Landuse_2003.tif,0.47,0.02,0.06,0.01,0.03,0.04,0.36,2003
4,10,Landuse_2003.tif,0.76,0.01,0.02,0.0,0.0,0.0,0.2,2003
5,10,Landuse_2003.tif,0.77,0.01,0.01,0.0,0.0,0.0,0.21,2003
2,11,Landuse_2003.tif,0.83,0.0,0.0,0.0,0.0,0.0,0.17,2003
3,11,Landuse_2003.tif,0.82,0.0,0.0,0.0,0.0,0.0,0.18,2003
4,11,Landuse_2003.tif,0.8,0.01,0.0,0.0,0.0,0.0,0.18,2003
2,12,Landuse_2003.tif,0.7,0.06,0.0,0.0,0.0,0.0,0.23,2003
3,12,Landuse_2003.tif,0.59,0.13,0.0,0.01,0.0,0.0,0.26,2003
4,12,Landuse_2003.tif,0.14,0.05,0.01,0.05,0.0,0.0,0.74,2003
2,13,Landuse_2003.tif,0.41,0.05,0.0,0.01,0.0,0.0,0.52,2003
6,0,Landuse_2004.tif,0.0,0.0,0.01,0.41,0.42,0.02,0.14,2004
7,0,Landuse_2004.tif,0.0,0.0,0.0,0.29,0.49,0.01,0.2,2004
10,0,Landuse_2004.tif,0.0,0.0,0.0,0.07,0.15,0.0,0.77,2004
3,1,Landuse_2004.tif,0.0,0.0,0.02,0.27,0.44,0.0,0.27,2004
4,1,Landuse_2004.tif,0.02,0.0,0.02,0.37,0.29,0.0,0.29,2004
5,1,Landuse_2004.tif,0.02,0.01,0.01,0.2,0.54,0.01,0.22,2004
6,1,Landuse_2004.tif,0.01,0.0,0.04,0.09,0.64,0.0,0.21,2004
7,1,Landuse_2004.tif,0.0,0.0,0.03,0.06,0.47,0.0,0.45,2004
8,1,Landuse_2004.tif,0.0,0.0,0.02,0.14,0.49,0.02,0.32,2004
9,1,Landuse_2004.tif,0.0,0.0,0.0,0.0,0.26,0.0,0.73,2004
10,1,Landuse_2004.tif,0.0,0.0,0.03,0.02,0.12,0.0,0.83,2004
3,2,Landuse_2004.tif,0.0,0.0,0.0,0.07,0.59,0.01,0.33,2004
4,2,Landuse_2004.tif,0.01,0.0,0.01,0.32,0.42,0.0,0.25,2004
5,2,Landuse_2004.tif,0.01,0.0,0.01,0.37,0.34,0.01,0.26,2004
6,2,Landuse_2004.tif,0.0,0.0,0.01,0.07,0.75,0.0,0.18,2004
7,2,Landuse_2004.tif,0.0,0.01,0.04,0.29,0.4,0.0,0.27,2004
8,2,Landuse_2004.tif,0.0,0.01,0.02,0.14,0.46,0.0,0.37,2004
9,2,Landuse_2004.tif,0.0,0.02,0.04,0.0,0.15,0.0,0.79,2004
10,2,Landuse_2004.tif,0.0,0.0,0.0,0.2,0.25,0.02,0.53,2004
11,2,Landuse_2004.tif,0.01,0.01,0.0,0.47,0.01,0.28,0.23,2004
0,3,Landuse_2004.tif,0.3,0.01,0.01,0.01,0.02,0.0,0.65,2004
1,3,Landuse_2004.tif,0.01,0.0,0.09,0.02,0.23,0.01,0.63,2004
2,3,Landuse_2004.tif,0.0,0.0,0.14,0.08,0.26,0.03,0.48,2004
3,3,Landuse_2004.tif,0.0,0.0,0.0,0.13,0.55,0.0,0.31,2004
4,3,Landuse_2004.tif,0.0,0.0,0.0,0.2,0.59,0.0,0.2,2004
5,3,Landuse_2004.tif,0.02,0.01,0.01,0.26,0.29,0.0,0.41,2004
6,3,Landuse_2004.tif,0.02,0.0,0.01,0.23,0.29,0.0,0.45,2004
7,3,Landuse_2004.tif,0.01,0.0,0.0,0.26,0.29,0.0,0.44,2004
8,3,Landuse_2004.tif,0.01,0.0,0.0,0.33,0.19,0.0,0.47,2004
9,3,Landuse_2004.tif,0.01,0.0,0.0,0.11,0.22,0.0,0.66,2004
10,3,Landuse_2004.tif,0.02,0.0,0.0,0.22,0.02,0.0,0.73,2004
11,3,Landuse_2004.tif,0.12,0.01,0.01,0.48,0.01,0.01,0.36,2004
12,3,Landuse_2004.tif,0.11,0.01,0.01,0.57,0.01,0.02,0.27,2004
1,4,Landuse_2004.tif,0.17,0.0,0.02,0.03,0.02,0.01,0.75,2004
2,4,Landuse_2004.tif,0.02,0.0,0.07,0.19,0.13,0.04,0.54,2004
3,4,Landuse_2004.tif,0.0,0.0,0.0,0.24,0.61,0.0,0.15,2004
4,4,Landuse_2004.tif,0.0,0.0,0.0,0.29,0.46,0.0,0.25,2004
5,4,Landuse_2004.tif,0.01,0.0,0.0,0.44,0.3,0.0,0.25,2004
6,4,Landuse_2004.tif,0.02,0.0,0.01,0.2,0.29,0.0,0.46,2004
7,4,Landuse_2004.tif,0.02,0.0,0.0,0.1,0.42,0.0,0.46,2004
8,4,Landuse_2004.tif,0.03,0.0,0.01,0.22,0.12,0.0,0.61,2004
9,4,Landuse_2004.tif,0.04,0.01,0.01,0.05,0.02,0.0,0.86,2004
10,4,Landuse_2004.tif,0.02,0.0,0.01,0.02,0.0,0.0,0.94,2004
11,4,Landuse_2004.tif,0.07,0.01,0.01,0.16,0.0,0.01,0.74,2004
12,4,Landuse_2004.tif,0.5,0.01,0.03,0.11,0.0,0.01,0.34,2004
3,5,Landuse_2004.tif,0.0,0.0,0.01,0.34,0.38,0.0,0.27,2004
4,5,Landuse_2004.tif,0.0,0.0,0.0,0.32,0.48,0.0,0.2,2004
5,5,Landuse_2004.tif,0.0,0.0,0.0,0.57,0.11,0.0,0.31,2004
6,5,Landuse_2004.tif,0.01,0.0,0.0,0.38,0.09,0.0,0.52,2004
7,5,Landuse_2004.tif,0.04,0.0,0.0,0.2,0.06,0.0,0.69,2004
8,5,Landuse_2004.tif,0.0,0.0,0.0,0.42,0.03,0.0,0.55,2004
9,5,Landuse_2004.tif,0.01,0.0,0.0,0.36,0.08,0.0,0.54,2004
10,5,Landuse_2004.tif,0.1,0.01,0.01,0.03,0.01,0.01,0.83,2004
11,5,Landuse_2004.tif,0.2,0.01,0.01,0.28,0.0,0.03,0.47,2004
3,6,Landuse_2004.tif,0.05,0.04,0.04,0.1,0.02,0.41,0.34,2004
4,6,Landuse_2004.tif,0.0,0.0,0.0,0.26,0.47,0.02,0.25,2004
5,6,Landuse_2004.tif,0.0,0.0,0.0,0.32,0.36,0.0,0.31,2004
6,6,Landuse_2004.tif,0.0,0.0,0.0,0.26,0.42,0.0,0.33,2004
7,6,Landuse_2004.tif,0.0,0.0,0.0,0.11,0.11,0.0,0.78,2004
8,6,Landuse_2004.tif,0.09,0.0,0.01,0.2,0.01,0.01,0.69,2004
9,6,Landuse_2004.tif,0.0,0.0,0.0,0.48,0.06,0.01,0.45,2004
10,6,Landuse_2004.tif,0.03,0.01,0.02,0.41,0.0,0.13,0.4,2004
11,6,Landuse_2004.tif,0.54,0.04,0.02,0.0,0.0,0.06,0.34,2004
2,7,Landuse_2004.tif,0.32,0.22,0.08,0.0,0.0,0.02,0.36,2004
3,7,Landuse_2004.tif,0.08,0.04,0.06,0.09,0.0,0.22,0.5,2004
4,7,Landuse_2004.tif,0.01,0.01,0.01,0.23,0.01,0.17,0.56,2004
5,7,Landuse_2004.tif,0.0,0.0,0.0,0.33,0.07,0.03,0.57,2004
6,7,Landuse_2004.tif,0.0,0.0,0.0,0.15,0.41,0.0,0.44,2004
7,7,Landuse_2004.tif,0.0,0.0,0.0,0.22,0.25,0.03,0.5,2004
8,7,Landuse_2004.tif,0.01,0.0,0.0,0.32,0.01,0.26,0.41,2004
9,7,Landuse_2004.tif,0.11,0.0,0.02,0.16,0.0,0.17,0.54,2004
10,7,Landuse_2004.tif,0.22,0.01,0.0,0.16,0.0,0.21,0.4,2004
11,7,Landuse_2004.tif,0.66,0.03,0.03,0.0,0.0,0.01,0.27,2004
2,8,Landuse_2004.tif,0.16,0.13,0.01,0.0,0.0,0.0,0.7,2004
3,8,Landuse_2004.tif,0.17,0.03,0.01,0.03,0.0,0.02,0.75,2004
4,8,Landuse_2004.tif,0.2,0.05,0.06,0.0,0.0,0.27,0.43,2004
5,8,Landuse_2004.tif,0.24,0.03,0.17,0.14,0.01,0.1,0.31,2004
6,8,Landuse_2004.tif,0.0,0.0,0.01,0.39,0.22,0.07,0.31,2004
7,8,Landuse_2004.tif,0.11,0.08,0.01,0.05,0.01,0.41,0.33,2004
8,8,Landuse_2004.tif,0.23,0.03,0.01,0.21,0.0,0.21,0.3,2004
9,8,Landuse_2004.tif,0.2,0.01,0.02,0.19,0.0,0.3,0.28,2004
2,9,Landuse_2004.tif,0.07,0.08,0.01,0.01,0.0,0.02,0.81,2004
3,9,Landuse_2004.tif,0.59,0.02,0.0,0.0,0.0,0.0,0.39,2004
4,9,Landuse_2004.tif,0.71,0.02,0.01,0.0,0.0,0.08,0.18,2004
5,9,Landuse_2004.tif,0.43,0.0,0.01,0.02,0.0,0.3,0.23,2004
6,9,Landuse_2004.tif,0.22,0.0,0.01,0.12,0.0,0.39,0.26,2004
7,9,Landuse_2004.tif,0.48,0.02,0.01,0.11,0.0,0.06,0.32,2004
8,9,Landuse_2004.tif,0.65,0.02,0.0,0.0,0.0,0.0,0.32,2004
2,10,Landuse_2004.tif,0.11,0.03,0.0,0.07,0.08,0.03,0.68,2004
3,10,Landuse_2004.tif,0.48,0.02,0.0,0.04,0.05,0.04,0.37,2004
4,10,Landuse_2004.tif,0.75,0.0,0.0,0.0,0.0,0.02,0.22,2004
5,10,Landuse_2004.tif,0.79,0.0,0.0,0.0,0.0,0.0,0.2,2004
2,11,Landuse_2004.tif,0.83,0.0,0.0,0.0,0.0,0.0,0.17,2004
3,11,Landuse_2004.tif,0.82,0.0,0.0,0.0,0.0,0.0,0.18,2004
4,11,Landuse_2004.tif,0.8,0.01,0.0,0.0,0.0,0.0,0.19,2004
2,12,Landuse_2004.tif,0.74,0.03,0.0,0.0,0.0,0.0,0.23,2004
3,12,Landuse_2004.tif,0.67,0.03,0.0,0.0,0.0,0.0,0.29,2004
4,12,Landuse_2004.tif,0.19,0.04,0.01,0.04,0.0,0.01,0.72,2004
2,13,Landuse_2004.tif,0.44,0.03,0.0,0.01,0.0,0.0,0.52,2004
6,0,Landuse_2005.tif,0.0,0.0,0.01,0.04,0.9,0.0,0.05,2005
7,0,Landuse_2005.tif,0.0,0.0,0.01,0.02,0.87,0.02,0.07,2005
10,0,Landuse_2005.tif,0.0,0.0,0.01,0.19,0.02,0.13,0.65,2005
3,1,Landuse_2005.tif,0.01,0.0,0.02,0.19,0.53,0.0,0.25,2005
4,1,Landuse_2005.tif,0.02,0.0,0.02,0.3,0.37,0.0,0.3,2005
5,1,Landuse_2005.tif,0.03,0.0,0.01,0.05,0.7,0.0,0.2,2005
6,1,Landuse_2005.tif,0.02,0.0,0.02,0.0,0.82,0.0,0.14,2005
7,1,Landuse_2005.tif,0.01,0.02,0.01,0.09,0.75,0.01,0.12,2005
8,1,Landuse_2005.tif,0.0,0.02,0.11,0.17,0.26,0.28,0.15,2005
9,1,Landuse_2005.tif,0.0,0.02,0.05,0.05,0.03,0.2,0.65,2005
10,1,Landuse_2005.tif,0.0,0.0,0.07,0.01,0.0,0.13,0.8,2005
3,2,Landuse_2005.tif,0.0,0.0,0.0,0.06,0.6,0.02,0.32,2005
4,2,Landuse_2005.tif,0.0,0.0,0.01,0.27,0.45,0.0,0.26,2005
5,2,Landuse_2005.tif,0.01,0.0,0.02,0.27,0.44,0.0,0.25,2005
6,2,Landuse_2005.tif,0.0,0.0,0.0,0.03,0.79,0.0,0.17,2005
7,2,Landuse_2005.tif,0.0,0.01,0.0,0.39,0.35,0.0,0.24,2005
8,2,Landuse_2005.tif,0.0,0.02,0.05,0.45,0.26,0.01,0.21,2005
9,2,Landuse_2005.tif,0.01,0.02,0.03,0.1,0.05,0.05,0.75,2005
10,2,Landuse_2005.tif,0.0,0.0,0.06,0.08,0.0,0.32,0.54,2005
11,2,Landuse_2005.tif,0.01,0.0,0.11,0.0,0.0,0.36,0.51,2005
0,3,Landuse_2005.tif,0.34,0.01,0.03,0.0,0.0,0.03,0.59,2005
1,3,Landuse_2005.tif,0.02,0.0,0.17,0.03,0.13,0.09,0.55,2005
2,3,Landuse_2005.tif,0.01,0.01,0.1,0.04,0.37,0.03,0.45,2005
3,3,Landuse_2005.tif,0.0,0.0,0.01,0.1,0.57,0.02,0.3,2005
4,3,Landuse_2005.tif,0.0,0.0,0.0,0.25,0.55,0.0,0.19,2005
5,3,Landuse_2005.tif,0.03,0.01,0.01,0.37,0.18,0.0,0.4,2005
6,3,Landuse_2005.tif,0.02,0.0,0.01,0.32,0.19,0.0,0.45,2005
7,3,Landuse_2005.tif,0.0,0.0,0.0,0.48,0.08,0.0,0.43,2005
8,3,Landuse_2005.tif,0.01,0.0,0.0,0.49,0.04,0.0,0.45,2005
9,3,Landuse_2005.tif,0.0,0.0,0.0,0.32,0.02,0.0,0.65,2005
10,3,Landuse_2005.tif,0.03,0.0,0.01,0.16,0.0,0.01,0.79,2005
11,3,Landuse_2005.tif,0.12,0.01,0.0,0.31,0.0,0.12,0.42,2005
12,3,Landuse_2005.tif,0.11,0.01,0.02,0.12,0.0,0.47,0.26,2005
1,4,Landuse_2005.tif,0.16,0.0,0.01,0.03,0.01,0.05,0.73,2005
2,4,Landuse_2005.tif,0.02,0.01,0.09,0.06,0.08,0.27,0.48,2005
3,4,Landuse_2005.tif,0.0,0.0,0.0,0.18,0.65,0.04,0.13,2005
4,4,Landuse_2005.tif,0.0,0.0,0.0,0.35,0.41,0.0,0.24,2005
5,4,Landuse_2005.tif,0.01,0.0,0.0,0.48,0.27,0.0,0.25,2005
6,4,Landuse_2005.tif,0.02,0.0,0.01,0.43,0.06,0.0,0.46,2005
7,4,Landuse_2005.tif,0.01,0.0,0.01,0.5,0.01,0.01,0.46,2005
8,4,Landuse_2005.tif,0.04,0.0,0.01,0.28,0.05,0.01,0.61,2005
9,4,Landuse_2005.tif,0.05,0.01,0.02,0.08,0.0,0.02,0.82,2005
10,4,Landuse_2005.tif,0.02,0.0,0.01,0.02,0.0,0.01,0.93,2005
11,4,Landuse_2005.tif,0.04,0.02,0.02,0.12,0.0,0.05,0.74,2005
12,4,Landuse_2005.tif,0.46,0.02,0.08,0.01,0.0,0.1,0.33,2005
3,5,Landuse_2005.tif,0.0,0.0,0.0,0.22,0.16,0.34,0.28,2005
4,5,Landuse_2005.tif,0.0,0.0,0.0,0.29,0.51,0.0,0.2,2005
5,5,Landuse_2005.tif,0.0,0.0,0.0,0.59,0.13,0.0,0.28,2005
6,5,Landuse_2005.tif,0.01,0.0,0.0,0.47,0.01,0.0,0.51,2005
7,5,Landuse_2005.tif,0.04,0.0,0.01,0.27,0.0,0.01,0.68,2005
8,5,Landuse_2005.tif,0.0,0.0,0.0,0.45,0.0,0.0,0.55,2005
9,5,Landuse_2005.tif,0.01,0.0,0.01,0.42,0.0,0.01,0.55,2005
10,5,Landuse_2005.tif,0.1,0.01,0.02,0.02,0.0,0.03,0.83,2005
11,5,Landuse_2005.tif,0.19,0.02,0.05,0.2,0.0,0.09,0.46,2005
3,6,Landuse_2005.tif,0.03,0.05,0.23,0.01,0.0,0.31,0.36,2005
4,6,Landuse_2005.tif,0.0,0.0,0.01,0.39,0.17,0.16,0.26,2005
5,6,Landuse_2005.tif,0.0,0.0,0.0,0.68,0.02,0.0,0.29,2005
6,6,Landuse_2005.tif,0.0,0.0,0.0,0.58,0.11,0.0,0.3,2005
7,6,Landuse_2005.tif,0.0,0.0,0.0,0.17,0.04,0.02,0.77,2005
8,6,Landuse_2005.tif,0.08,0.0,0.02,0.2,0.0,0.02,0.68,2005
9,6,Landuse_2005.tif,0.0,0.0,0.0,0.46,0.0,0.1,0.44,2005
10,6,Landuse_2005.tif,0.04,0.02,0.07,0.11,0.0,0.37,0.39,2005
11,6,Landuse_2005.tif,0.5,0.06,0.09,0.0,0.0,0.01,0.34,2005
2,7,Landuse_2005.tif,0.34,0.21,0.04,0.0,0.0,0.02,0.39,2005
3,7,Landuse_2005.tif,0.12,0.04,0.13,0.04,0.0,0.18,0.5,2005
4,7,Landuse_2005.tif,0.01,0.02,0.17,0.08,0.0,0.18,0.54,2005
5,7,Landuse_2005.tif,0.0,0.0,0.02,0.37,0.01,0.04,0.55,2005
6,7,Landuse_2005.tif,0.0,0.0,0.0,0.37,0.2,0.0,0.42,2005
7,7,Landuse_2005.tif,0.0,0.0,0.0,0.39,0.09,0.05,0.48,2005
8,7,Landuse_2005.tif,0.01,0.0,0.04,0.4,0.0,0.12,0.42,2005
9,7,Landuse_2005.tif,0.11,0.0,0.11,0.04,0.0,0.22,0.53,2005
10,7,Landuse_2005.tif,0.22,0.01,0.16,0.03,0.0,0.19,0.39,2005
11,7,Landuse_2005.tif,0.66,0.03,0.03,0.0,0.0,0.0,0.28,2005
2,8,Landuse_2005.tif,0.26,0.09,0.0,0.0,0.0,0.0,0.65,2005
3,8,Landuse_2005.tif,0.22,0.05,0.0,0.0,0.0,0.0,0.73,2005
4,8,Landuse_2005.tif,0.28,0.03,0.24,0.0,0.0,0.02,0.43,2005
5,8,Landuse_2005.tif,0.23,0.04,0.16,0.14,0.02,0.08,0.31,2005
6,8,Landuse_2005.tif,0.0,0.0,0.02,0.25,0.29,0.15,0.3,2005
7,8,Landuse_2005.tif,0.18,0.02,0.18,0.05,0.01,0.23,0.33,2005
8,8,Landuse_2005.tif,0.25,0.01,0.07,0.01,0.0,0.36,0.3,2005
9,8,Landuse_2005.tif,0.2,0.02,0.18,0.0,0.0,0.33,0.26,2005
2,9,Landuse_2005.tif,0.12,0.07,0.0,0.0,0.0,0.03,0.77,2005
3,9,Landuse_2005.tif,0.6,0.01,0.0,0.0,0.0,0.01,0.38,2005
4,9,Landuse_2005.tif,0.74,0.01,0.03,0.0,0.0,0.04,0.17,2005
5,9,Landuse_2005.tif,0.45,0.01,0.17,0.09,0.0,0.06,0.22,2005
6,9,Landuse_2005.tif,0.21,0.0,0.18,0.15,0.0,0.19,0.27,2005
7,9,Landuse_2005.tif,0.5,0.01,0.03,0.0,0.0,0.16,0.31,2005
8,9,Landuse_2005.tif,0.68,0.02,0.0,0.0,0.0,0.0,0.3,2005
2,10,Landuse_2005.tif,0.1,0.01,0.01,0.02,0.0,0.2,0.66,2005
3,10,Landuse_2005.tif,0.51,0.01,0.01,0.0,0.0,0.08,0.39,2005
4,10,Landuse_2005.tif,0.77,0.0,0.01,0.0,0.0,0.0,0.22,2005
5,10,Landuse_2005.tif,0.79,0.0,0.0,0.0,0.0,0.0,0.21,2005
2,11,Landuse_2005.tif,0.83,0.0,0.0,0.0,0.0,0.0,0.17,2005
3,11,Landuse_2005.tif,0.82,0.0,0.0,0.0,0.0,0.0,0.18,2005
4,11,Landuse_2005.tif,0.8,0.01,0.0,0.0,0.0,0.0,0.18,2005
2,12,Landuse_2005.tif,0.76,0.02,0.0,0.0,0.0,0.0,0.22,2005
3,12,Landuse_2005.tif,0.7,0.05,0.0,0.01,0.0,0.0,0.25,2005
4,12,Landuse_2005.tif,0.19,0.05,0.01,0.04,0.0,0.01,0.71,2005
2,13,Landuse_2005.tif,0.43,0.03,0.0,0.01,0.0,0.0,0.53,2005
6,0,Landuse_2006.tif,0.0,0.0,0.0,0.28,0.55,0.0,0.16,2006
7,0,Landuse_2006.tif,0.0,0.0,0.0,0.2,0.6,0.0,0.2,2006
10,0,Landuse_2006.tif,0.0,0.0,0.0,0.04,0.15,0.0,0.82,2006
3,1,Landuse_2006.tif,0.0,0.0,0.01,0.21,0.49,0.0,0.28,2006
4,1,Landuse_2006.tif,0.03,0.0,0.02,0.32,0.35,0.0,0.28,2006
5,1,Landuse_2006.tif,0.01,0.0,0.01,0.16,0.6,0.0,0.21,2006
6,1,Landuse_2006.tif,0.0,0.0,0.01,0.01,0.75,0.0,0.23,2006
7,1,Landuse_2006.tif,0.0,0.0,0.0,0.03,0.51,0.0,0.46,2006
8,1,Landuse_2006.tif,0.0,0.0,0.01,0.1,0.57,0.0,0.32,2006
9,1,Landuse_2006.tif,0.0,0.0,0.01,0.01,0.34,0.0,0.64,2006
