x_coord,y_coord,image_source,water_percentage,date,year
4,9,Flood_2003_193.tif,0.77,193,2003
5,9,Flood_2003_193.tif,0.47,193,2003
6,9,Flood_2003_193.tif,0.24,193,2003
7,9,Flood_2003_193.tif,0.46,193,2003
8,9,Flood_2003_193.tif,0.46,193,2003
2,10,Flood_2003_193.tif,0.17,193,2003
3,10,Flood_2003_193.tif,0.6,193,2003
4,10,Flood_2003_193.tif,0.85,193,2003
5,10,Flood_2003_193.tif,0.83,193,2003
2,11,Flood_2003_193.tif,0.73,193,2003
3,11,Flood_2003_193.tif,0.9,193,2003
4,11,Flood_2003_193.tif,0.73,193,2003
2,12,Flood_2003_193.tif,0.6,193,2003
3,12,Flood_2003_193.tif,0.48,193,2003
4,12,Flood_2003_193.tif,0.15,193,2003
2,13,Flood_2003_193.tif,0.38,193,2003
6,0,Flood_2003_201.tif,0.16,201,2003
7,0,Flood_2003_201.tif,0.13,201,2003
10,0,Flood_2003_201.tif,0.02,201,2003
3,1,Flood_2003_201.tif,0.14,201,2003
4,1,Flood_2003_201.tif,0.2,201,2003
5,1,Flood_2003_201.tif,0.41,201,2003
6,1,Flood_2003_201.tif,0.2,201,2003
7,1,Flood_2003_201.tif,0.08,201,2003
8,1,Flood_2003_201.tif,0.02,201,2003
9,1,Flood_2003_201.tif,0.0,201,2003
10,1,Flood_2003_201.tif,0.0,201,2003
3,2,Flood_2003_201.tif,0.15,201,2003
4,2,Flood_2003_201.tif,0.19,201,2003
5,2,Flood_2003_201.tif,0.17,201,2003
6,2,Flood_2003_201.tif,0.13,201,2003
7,2,Flood_2003_201.tif,0.02,201,2003
8,2,Flood_2003_201.tif,0.01,201,2003
9,2,Flood_2003_201.tif,0.0,201,2003
10,2,Flood_2003_201.tif,0.0,201,2003
11,2,Flood_2003_201.tif,0.02,201,2003
0,3,Flood_2003_201.tif,0.52,201,2003
1,3,Flood_2003_201.tif,0.11,201,2003
2,3,Flood_2003_201.tif,0.09,201,2003
3,3,Flood_2003_201.tif,0.17,201,2003
4,3,Flood_2003_201.tif,0.37,201,2003
5,3,Flood_2003_201.tif,0.25,201,2003
6,3,Flood_2003_201.tif,0.09,201,2003
7,3,Flood_2003_201.tif,0.04,201,2003
8,3,Flood_2003_201.tif,0.02,201,2003
9,3,Flood_2003_201.tif,0.02,201,2003
10,3,Flood_2003_201.tif,0.07,201,2003
11,3,Flood_2003_201.tif,0.1,201,2003
12,3,Flood_2003_201.tif,0.16,201,2003
1,4,Flood_2003_201.tif,0.19,201,2003
2,4,Flood_2003_201.tif,0.08,201,2003
3,4,Flood_2003_201.tif,0.23,201,2003
4,4,Flood_2003_201.tif,0.34,201,2003
5,4,Flood_2003_201.tif,0.32,201,2003
6,4,Flood_2003_201.tif,0.14,201,2003
7,4,Flood_2003_201.tif,0.04,201,2003
8,4,Flood_2003_201.tif,0.11,201,2003
9,4,Flood_2003_201.tif,0.17,201,2003
10,4,Flood_2003_201.tif,0.06,201,2003
11,4,Flood_2003_201.tif,0.13,201,2003
12,4,Flood_2003_201.tif,0.4,201,2003
3,5,Flood_2003_201.tif,0.03,201,2003
4,5,Flood_2003_201.tif,0.32,201,2003
5,5,Flood_2003_201.tif,0.16,201,2003
6,5,Flood_2003_201.tif,0.03,201,2003
7,5,Flood_2003_201.tif,0.08,201,2003
8,5,Flood_2003_201.tif,0.04,201,2003
9,5,Flood_2003_201.tif,0.12,201,2003
10,5,Flood_2003_201.tif,0.17,201,2003
11,5,Flood_2003_201.tif,0.2,201,2003
3,6,Flood_2003_201.tif,0.17,201,2003
4,6,Flood_2003_201.tif,0.18,201,2003
5,6,Flood_2003_201.tif,0.19,201,2003
6,6,Flood_2003_201.tif,0.04,201,2003
7,6,Flood_2003_201.tif,0.07,201,2003
8,6,Flood_2003_201.tif,0.17,201,2003
9,6,Flood_2003_201.tif,0.05,201,2003
10,6,Flood_2003_201.tif,0.05,201,2003
11,6,Flood_2003_201.tif,0.47,201,2003
2,7,Flood_2003_201.tif,0.48,201,2003
3,7,Flood_2003_201.tif,0.22,201,2003
4,7,Flood_2003_201.tif,0.05,201,2003
5,7,Flood_2003_201.tif,0.03,201,2003
6,7,Flood_2003_201.tif,0.19,201,2003
7,7,Flood_2003_201.tif,0.03,201,2003
8,7,Flood_2003_201.tif,0.02,201,2003
9,7,Flood_2003_201.tif,0.2,201,2003
10,7,Flood_2003_201.tif,0.16,201,2003
11,7,Flood_2003_201.tif,0.41,201,2003
2,8,Flood_2003_201.tif,0.29,201,2003
3,8,Flood_2003_201.tif,0.25,201,2003
4,8,Flood_2003_201.tif,0.21,201,2003
5,8,Flood_2003_201.tif,0.2,201,2003
6,8,Flood_2003_201.tif,0.02,201,2003
7,8,Flood_2003_201.tif,0.14,201,2003
8,8,Flood_2003_201.tif,0.22,201,2003
9,8,Flood_2003_201.tif,0.19,201,2003
2,9,Flood_2003_201.tif,0.2,201,2003
3,9,Flood_2003_201.tif,0.68,201,2003
4,9,Flood_2003_201.tif,0.75,201,2003
5,9,Flood_2003_201.tif,0.41,201,2003
6,9,Flood_2003_201.tif,0.18,201,2003
7,9,Flood_2003_201.tif,0.43,201,2003
8,9,Flood_2003_201.tif,0.51,201,2003
2,10,Flood_2003_201.tif,0.13,201,2003
3,10,Flood_2003_201.tif,0.61,201,2003
4,10,Flood_2003_201.tif,0.84,201,2003
5,10,Flood_2003_201.tif,0.81,201,2003
2,11,Flood_2003_201.tif,0.85,201,2003
3,11,Flood_2003_201.tif,0.95,201,2003
4,11,Flood_2003_201.tif,0.78,201,2003
2,12,Flood_2003_201.tif,0.62,201,2003
3,12,Flood_2003_201.tif,0.46,201,2003
4,12,Flood_2003_201.tif,0.12,201,2003
2,13,Flood_2003_201.tif,0.31,201,2003
6,0,Flood_2003_209.tif,0.12,209,2003
7,0,Flood_2003_209.tif,0.28,209,2003
10,0,Flood_2003_209.tif,0.03,209,2003
3,1,Flood_2003_209.tif,0.18,209,2003
4,1,Flood_2003_209.tif,0.3,209,2003
5,1,Flood_2003_209.tif,0.42,209,2003
6,1,Flood_2003_209.tif,0.3,209,2003
7,1,Flood_2003_209.tif,0.23,209,2003
8,1,Flood_2003_209.tif,0.08,209,2003
9,1,Flood_2003_209.tif,0.0,209,2003
10,1,Flood_2003_209.tif,0.01,209,2003
3,2,Flood_2003_209.tif,0.22,209,2003
4,2,Flood_2003_209.tif,0.36,209,2003
5,2,Flood_2003_209.tif,0.23,209,2003
6,2,Flood_2003_209.tif,0.25,209,2003
7,2,Flood_2003_209.tif,0.05,209,2003
8,2,Flood_2003_209.tif,0.03,209,2003
9,2,Flood_2003_209.tif,0.01,209,2003
10,2,Flood_2003_209.tif,0.0,209,2003
11,2,Flood_2003_209.tif,0.02,209,2003
0,3,Flood_2003_209.tif,0.55,209,2003
1,3,Flood_2003_209.tif,0.12,209,2003
2,3,Flood_2003_209.tif,0.06,209,2003
3,3,Flood_2003_209.tif,0.2,209,2003
4,3,Flood_2003_209.tif,0.45,209,2003
5,3,Flood_2003_209.tif,0.29,209,2003
6,3,Flood_2003_209.tif,0.26,209,2003
7,3,Flood_2003_209.tif,0.14,209,2003
8,3,Flood_2003_209.tif,0.03,209,2003
9,3,Flood_2003_209.tif,0.02,209,2003
10,3,Flood_2003_209.tif,0.09,209,2003
11,3,Flood_2003_209.tif,0.11,209,2003
12,3,Flood_2003_209.tif,0.16,209,2003
1,4,Flood_2003_209.tif,0.18,209,2003
2,4,Flood_2003_209.tif,0.04,209,2003
3,4,Flood_2003_209.tif,0.23,209,2003
4,4,Flood_2003_209.tif,0.34,209,2003
5,4,Flood_2003_209.tif,0.38,209,2003
6,4,Flood_2003_209.tif,0.23,209,2003
7,4,Flood_2003_209.tif,0.12,209,2003
8,4,Flood_2003_209.tif,0.18,209,2003
9,4,Flood_2003_209.tif,0.2,209,2003
10,4,Flood_2003_209.tif,0.08,209,2003
11,4,Flood_2003_209.tif,0.15,209,2003
12,4,Flood_2003_209.tif,0.47,209,2003
3,5,Flood_2003_209.tif,0.03,209,2003
4,5,Flood_2003_209.tif,0.31,209,2003
5,5,Flood_2003_209.tif,0.16,209,2003
6,5,Flood_2003_209.tif,0.03,209,2003
7,5,Flood_2003_209.tif,0.12,209,2003
8,5,Flood_2003_209.tif,0.05,209,2003
9,5,Flood_2003_209.tif,0.13,209,2003
10,5,Flood_2003_209.tif,0.2,209,2003
11,5,Flood_2003_209.tif,0.21,209,2003
3,6,Flood_2003_209.tif,0.17,209,2003
4,6,Flood_2003_209.tif,0.18,209,2003
5,6,Flood_2003_209.tif,0.19,209,2003
6,6,Flood_2003_209.tif,0.05,209,2003
7,6,Flood_2003_209.tif,0.09,209,2003
8,6,Flood_2003_209.tif,0.18,209,2003
9,6,Flood_2003_209.tif,0.06,209,2003
10,6,Flood_2003_209.tif,0.07,209,2003
11,6,Flood_2003_209.tif,0.48,209,2003
2,7,Flood_2003_209.tif,0.55,209,2003
3,7,Flood_2003_209.tif,0.25,209,2003
4,7,Flood_2003_209.tif,0.05,209,2003
5,7,Flood_2003_209.tif,0.04,209,2003
6,7,Flood_2003_209.tif,0.14,209,2003
7,7,Flood_2003_209.tif,0.04,209,2003
8,7,Flood_2003_209.tif,0.02,209,2003
9,7,Flood_2003_209.tif,0.19,209,2003
10,7,Flood_2003_209.tif,0.18,209,2003
11,7,Flood_2003_209.tif,0.41,209,2003
2,8,Flood_2003_209.tif,0.31,209,2003
3,8,Flood_2003_209.tif,0.29,209,2003
4,8,Flood_2003_209.tif,0.31,209,2003
5,8,Flood_2003_209.tif,0.39,209,2003
6,8,Flood_2003_209.tif,0.05,209,2003
7,8,Flood_2003_209.tif,0.15,209,2003
8,8,Flood_2003_209.tif,0.25,209,2003
9,8,Flood_2003_209.tif,0.2,209,2003
2,9,Flood_2003_209.tif,0.2,209,2003
3,9,Flood_2003_209.tif,0.72,209,2003
4,9,Flood_2003_209.tif,0.77,209,2003
5,9,Flood_2003_209.tif,0.47,209,2003
6,9,Flood_2003_209.tif,0.23,209,2003
7,9,Flood_2003_209.tif,0.46,209,2003
8,9,Flood_2003_209.tif,0.53,209,2003
2,10,Flood_2003_209.tif,0.15,209,2003
3,10,Flood_2003_209.tif,0.62,209,2003
4,10,Flood_2003_209.tif,0.85,209,2003
5,10,Flood_2003_209.tif,0.83,209,2003
2,11,Flood_2003_209.tif,0.83,209,2003
3,11,Flood_2003_209.tif,0.94,209,2003
4,11,Flood_2003_209.tif,0.79,209,2003
2,12,Flood_2003_209.tif,0.65,209,2003
3,12,Flood_2003_209.tif,0.49,209,2003
4,12,Flood_2003_209.tif,0.14,209,2003
2,13,Flood_2003_209.tif,0.31,209,2003
6,0,Flood_2003_217.tif,0.05,217,2003
7,0,Flood_2003_217.tif,0.16,217,2003
10,0,Flood_2003_217.tif,0.01,217,2003
3,1,Flood_2003_217.tif,0.27,217,2003
4,1,Flood_2003_217.tif,0.3,217,2003
5,1,Flood_2003_217.tif,0.43,217,2003
6,1,Flood_2003_217.tif,0.31,217,2003
7,1,Flood_2003_217.tif,0.26,217,2003
8,1,Flood_2003_217.tif,0.12,217,2003
9,1,Flood_2003_217.tif,0.02,217,2003
10,1,Flood_2003_217.tif,0.01,217,2003
3,2,Flood_2003_217.tif,0.46,217,2003
4,2,Flood_2003_217.tif,0.54,217,2003
5,2,Flood_2003_217.tif,0.3,217,2003
6,2,Flood_2003_217.tif,0.35,217,2003
7,2,Flood_2003_217.tif,0.13,217,2003
8,2,Flood_2003_217.tif,0.08,217,2003
9,2,Flood_2003_217.tif,0.01,217,2003
10,2,Flood_2003_217.tif,0.01,217,2003
11,2,Flood_2003_217.tif,0.02,217,2003
0,3,Flood_2003_217.tif,0.52,217,2003
1,3,Flood_2003_217.tif,0.13,217,2003
2,3,Flood_2003_217.tif,0.11,217,2003
3,3,Flood_2003_217.tif,0.34,217,2003
4,3,Flood_2003_217.tif,0.54,217,2003
5,3,Flood_2003_217.tif,0.26,217,2003
6,3,Flood_2003_217.tif,0.16,217,2003
7,3,Flood_2003_217.tif,0.09,217,2003
8,3,Flood_2003_217.tif,0.03,217,2003
9,3,Flood_2003_217.tif,0.02,217,2003
10,3,Flood_2003_217.tif,0.1,217,2003
11,3,Flood_2003_217.tif,0.08,217,2003
12,3,Flood_2003_217.tif,0.12,217,2003
1,4,Flood_2003_217.tif,0.18,217,2003
2,4,Flood_2003_217.tif,0.05,217,2003
3,4,Flood_2003_217.tif,0.28,217,2003
4,4,Flood_2003_217.tif,0.36,217,2003
5,4,Flood_2003_217.tif,0.41,217,2003
6,4,Flood_2003_217.tif,0.18,217,2003
7,4,Flood_2003_217.tif,0.1,217,2003
8,4,Flood_2003_217.tif,0.11,217,2003
9,4,Flood_2003_217.tif,0.15,217,2003
10,4,Flood_2003_217.tif,0.1,217,2003
11,4,Flood_2003_217.tif,0.15,217,2003
12,4,Flood_2003_217.tif,0.4,217,2003
3,5,Flood_2003_217.tif,0.1,217,2003
4,5,Flood_2003_217.tif,0.41,217,2003
5,5,Flood_2003_217.tif,0.15,217,2003
6,5,Flood_2003_217.tif,0.03,217,2003
7,5,Flood_2003_217.tif,0.12,217,2003
8,5,Flood_2003_217.tif,0.01,217,2003
9,5,Flood_2003_217.tif,0.06,217,2003
10,5,Flood_2003_217.tif,0.18,217,2003
11,5,Flood_2003_217.tif,0.19,217,2003
3,6,Flood_2003_217.tif,0.13,217,2003
4,6,Flood_2003_217.tif,0.17,217,2003
5,6,Flood_2003_217.tif,0.11,217,2003
6,6,Flood_2003_217.tif,0.04,217,2003
7,6,Flood_2003_217.tif,0.04,217,2003
8,6,Flood_2003_217.tif,0.17,217,2003
9,6,Flood_2003_217.tif,0.08,217,2003
10,6,Flood_2003_217.tif,0.07,217,2003
11,6,Flood_2003_217.tif,0.45,217,2003
2,7,Flood_2003_217.tif,0.41,217,2003
3,7,Flood_2003_217.tif,0.2,217,2003
4,7,Flood_2003_217.tif,0.06,217,2003
5,7,Flood_2003_217.tif,0.04,217,2003
6,7,Flood_2003_217.tif,0.11,217,2003
7,7,Flood_2003_217.tif,0.06,217,2003
8,7,Flood_2003_217.tif,0.04,217,2003
9,7,Flood_2003_217.tif,0.2,217,2003
10,7,Flood_2003_217.tif,0.17,217,2003
11,7,Flood_2003_217.tif,0.39,217,2003
2,8,Flood_2003_217.tif,0.28,217,2003
3,8,Flood_2003_217.tif,0.18,217,2003
4,8,Flood_2003_217.tif,0.23,217,2003
5,8,Flood_2003_217.tif,0.29,217,2003
6,8,Flood_2003_217.tif,0.04,217,2003
7,8,Flood_2003_217.tif,0.13,217,2003
8,8,Flood_2003_217.tif,0.2,217,2003
9,8,Flood_2003_217.tif,0.18,217,2003
2,9,Flood_2003_217.tif,0.19,217,2003
3,9,Flood_2003_217.tif,0.65,217,2003
4,9,Flood_2003_217.tif,0.66,217,2003
5,9,Flood_2003_217.tif,0.4,217,2003
6,9,Flood_2003_217.tif,0.2,217,2003
7,9,Flood_2003_217.tif,0.34,217,2003
8,9,Flood_2003_217.tif,0.49,217,2003
2,10,Flood_2003_217.tif,0.11,217,2003
3,10,Flood_2003_217.tif,0.55,217,2003
4,10,Flood_2003_217.tif,0.76,217,2003
5,10,Flood_2003_217.tif,0.77,217,2003
2,11,Flood_2003_217.tif,0.72,217,2003
3,11,Flood_2003_217.tif,0.9,217,2003
4,11,Flood_2003_217.tif,0.76,217,2003
2,12,Flood_2003_217.tif,0.65,217,2003
3,12,Flood_2003_217.tif,0.52,217,2003
4,12,Flood_2003_217.tif,0.17,217,2003
2,13,Flood_2003_217.tif,0.4,217,2003
6,0,Flood_2003_225.tif,0.06,225,2003
7,0,Flood_2003_225.tif,0.11,225,2003
10,0,Flood_2003_225.tif,0.02,225,2003
3,1,Flood_2003_225.tif,0.27,225,2003
4,1,Flood_2003_225.tif,0.34,225,2003
5,1,Flood_2003_225.tif,0.42,225,2003
6,1,Flood_2003_225.tif,0.23,225,2003
7,1,Flood_2003_225.tif,0.18,225,2003
8,1,Flood_2003_225.tif,0.08,225,2003
9,1,Flood_2003_225.tif,0.03,225,2003
10,1,Flood_2003_225.tif,0.05,225,2003
3,2,Flood_2003_225.tif,0.45,225,2003
4,2,Flood_2003_225.tif,0.52,225,2003
5,2,Flood_2003_225.tif,0.3,225,2003
6,2,Flood_2003_225.tif,0.28,225,2003
7,2,Flood_2003_225.tif,0.06,225,2003
8,2,Flood_2003_225.tif,0.05,225,2003
9,2,Flood_2003_225.tif,0.07,225,2003
10,2,Flood_2003_225.tif,0.06,225,2003
11,2,Flood_2003_225.tif,0.07,225,2003
0,3,Flood_2003_225.tif,0.32,225,2003
1,3,Flood_2003_225.tif,0.01,225,2003
2,3,Flood_2003_225.tif,0.04,225,2003
3,3,Flood_2003_225.tif,0.16,225,2003
4,3,Flood_2003_225.tif,0.5,225,2003
5,3,Flood_2003_225.tif,0.26,225,2003
6,3,Flood_2003_225.tif,0.19,225,2003
7,3,Flood_2003_225.tif,0.1,225,2003
8,3,Flood_2003_225.tif,0.07,225,2003
9,3,Flood_2003_225.tif,0.05,225,2003
10,3,Flood_2003_225.tif,0.12,225,2003
11,3,Flood_2003_225.tif,0.12,225,2003
12,3,Flood_2003_225.tif,0.19,225,2003
1,4,Flood_2003_225.tif,0.16,225,2003
2,4,Flood_2003_225.tif,0.03,225,2003
3,4,Flood_2003_225.tif,0.08,225,2003
4,4,Flood_2003_225.tif,0.17,225,2003
5,4,Flood_2003_225.tif,0.39,225,2003
6,4,Flood_2003_225.tif,0.22,225,2003
7,4,Flood_2003_225.tif,0.1,225,2003
8,4,Flood_2003_225.tif,0.12,225,2003
9,4,Flood_2003_225.tif,0.17,225,2003
10,4,Flood_2003_225.tif,0.09,225,2003
11,4,Flood_2003_225.tif,0.16,225,2003
12,4,Flood_2003_225.tif,0.39,225,2003
3,5,Flood_2003_225.tif,0.07,225,2003
4,5,Flood_2003_225.tif,0.23,225,2003
5,5,Flood_2003_225.tif,0.13,225,2003
6,5,Flood_2003_225.tif,0.06,225,2003
7,5,Flood_2003_225.tif,0.12,225,2003
8,5,Flood_2003_225.tif,0.01,225,2003
9,5,Flood_2003_225.tif,0.08,225,2003
10,5,Flood_2003_225.tif,0.18,225,2003
11,5,Flood_2003_225.tif,0.21,225,2003
3,6,Flood_2003_225.tif,0.1,225,2003
4,6,Flood_2003_225.tif,0.17,225,2003
5,6,Flood_2003_225.tif,0.09,225,2003
6,6,Flood_2003_225.tif,0.03,225,2003
7,6,Flood_2003_225.tif,0.04,225,2003
8,6,Flood_2003_225.tif,0.17,225,2003
9,6,Flood_2003_225.tif,0.11,225,2003
10,6,Flood_2003_225.tif,0.09,225,2003
11,6,Flood_2003_225.tif,0.41,225,2003
2,7,Flood_2003_225.tif,0.37,225,2003
3,7,Flood_2003_225.tif,0.16,225,2003
4,7,Flood_2003_225.tif,0.07,225,2003
5,7,Flood_2003_225.tif,0.05,225,2003
6,7,Flood_2003_225.tif,0.06,225,2003
7,7,Flood_2003_225.tif,0.03,225,2003
8,7,Flood_2003_225.tif,0.05,225,2003
9,7,Flood_2003_225.tif,0.2,225,2003
10,7,Flood_2003_225.tif,0.14,225,2003
11,7,Flood_2003_225.tif,0.3,225,2003
2,8,Flood_2003_225.tif,0.18,225,2003
3,8,Flood_2003_225.tif,0.19,225,2003
4,8,Flood_2003_225.tif,0.29,225,2003
5,8,Flood_2003_225.tif,0.3,225,2003
6,8,Flood_2003_225.tif,0.03,225,2003
7,8,Flood_2003_225.tif,0.13,225,2003
8,8,Flood_2003_225.tif,0.19,225,2003
9,8,Flood_2003_225.tif,0.17,225,2003
2,9,Flood_2003_225.tif,0.09,225,2003
3,9,Flood_2003_225.tif,0.58,225,2003
4,9,Flood_2003_225.tif,0.66,225,2003
5,9,Flood_2003_225.tif,0.42,225,2003
6,9,Flood_2003_225.tif,0.18,225,2003
7,9,Flood_2003_225.tif,0.32,225,2003
8,9,Flood_2003_225.tif,0.42,225,2003
2,10,Flood_2003_225.tif,0.11,225,2003
3,10,Flood_2003_225.tif,0.45,225,2003
4,10,Flood_2003_225.tif,0.71,225,2003
5,10,Flood_2003_225.tif,0.7,225,2003
2,11,Flood_2003_225.tif,0.72,225,2003
3,11,Flood_2003_225.tif,0.78,225,2003
4,11,Flood_2003_225.tif,0.67,225,2003
2,12,Flood_2003_225.tif,0.56,225,2003
3,12,Flood_2003_225.tif,0.48,225,2003
4,12,Flood_2003_225.tif,0.16,225,2003
2,13,Flood_2003_225.tif,0.29,225,2003
6,0,Flood_2003_233.tif,0.17,233,2003
7,0,Flood_2003_233.tif,0.17,233,2003
10,0,Flood_2003_233.tif,0.0,233,2003
3,1,Flood_2003_233.tif,0.48,233,2003
4,1,Flood_2003_233.tif,0.5,233,2003
5,1,Flood_2003_233.tif,0.64,233,2003
6,1,Flood_2003_233.tif,0.64,233,2003
7,1,Flood_2003_233.tif,0.32,233,2003
8,1,Flood_2003_233.tif,0.14,233,2003
9,1,Flood_2003_233.tif,0.01,233,2003
10,1,Flood_2003_233.tif,0.0,233,2003
3,2,Flood_2003_233.tif,0.6,233,2003
4,2,Flood_2003_233.tif,0.61,233,2003
5,2,Flood_2003_233.tif,0.41,233,2003
6,2,Flood_2003_233.tif,0.54,233,2003
7,2,Flood_2003_233.tif,0.18,233,2003
8,2,Flood_2003_233.tif,0.08,233,2003
9,2,Flood_2003_233.tif,0.0,233,2003
10,2,Flood_2003_233.tif,0.01,233,2003
11,2,Flood_2003_233.tif,0.07,233,2003
0,3,Flood_2003_233.tif,0.26,233,2003
1,3,Flood_2003_233.tif,0.01,233,2003
2,3,Flood_2003_233.tif,0.01,233,2003
3,3,Flood_2003_233.tif,0.27,233,2003
4,3,Flood_2003_233.tif,0.66,233,2003
5,3,Flood_2003_233.tif,0.33,233,2003
6,3,Flood_2003_233.tif,0.29,233,2003
7,3,Flood_2003_233.tif,0.17,233,2003
8,3,Flood_2003_233.tif,0.06,233,2003
9,3,Flood_2003_233.tif,0.01,233,2003
10,3,Flood_2003_233.tif,0.07,233,2003
11,3,Flood_2003_233.tif,0.14,233,2003
12,3,Flood_2003_233.tif,0.21,233,2003
1,4,Flood_2003_233.tif,0.14,233,2003
2,4,Flood_2003_233.tif,0.03,233,2003
3,4,Flood_2003_233.tif,0.1,233,2003
4,4,Flood_2003_233.tif,0.19,233,2003
5,4,Flood_2003_233.tif,0.58,233,2003
6,4,Flood_2003_233.tif,0.29,233,2003
7,4,Flood_2003_233.tif,0.14,233,2003
8,4,Flood_2003_233.tif,0.13,233,2003
9,4,Flood_2003_233.tif,0.16,233,2003
10,4,Flood_2003_233.tif,0.08,233,2003
11,4,Flood_2003_233.tif,0.19,233,2003
12,4,Flood_2003_233.tif,0.44,233,2003
3,5,Flood_2003_233.tif,0.19,233,2003
4,5,Flood_2003_233.tif,0.24,233,2003
5,5,Flood_2003_233.tif,0.18,233,2003
6,5,Flood_2003_233.tif,0.05,233,2003
7,5,Flood_2003_233.tif,0.1,233,2003
8,5,Flood_2003_233.tif,0.01,233,2003
9,5,Flood_2003_233.tif,0.06,233,2003
10,5,Flood_2003_233.tif,0.19,233,2003
11,5,Flood_2003_233.tif,0.27,233,2003
3,6,Flood_2003_233.tif,0.08,233,2003
4,6,Flood_2003_233.tif,0.23,233,2003
5,6,Flood_2003_233.tif,0.14,233,2003
6,6,Flood_2003_233.tif,0.06,233,2003
7,6,Flood_2003_233.tif,0.05,233,2003
8,6,Flood_2003_233.tif,0.18,233,2003
9,6,Flood_2003_233.tif,0.03,233,2003
10,6,Flood_2003_233.tif,0.08,233,2003
11,6,Flood_2003_233.tif,0.47,233,2003
2,7,Flood_2003_233.tif,0.42,233,2003
3,7,Flood_2003_233.tif,0.19,233,2003
4,7,Flood_2003_233.tif,0.07,233,2003
5,7,Flood_2003_233.tif,0.06,233,2003
6,7,Flood_2003_233.tif,0.16,233,2003
7,7,Flood_2003_233.tif,0.09,233,2003
8,7,Flood_2003_233.tif,0.07,233,2003
9,7,Flood_2003_233.tif,0.2,233,2003
10,7,Flood_2003_233.tif,0.19,233,2003
11,7,Flood_2003_233.tif,0.4,233,2003
2,8,Flood_2003_233.tif,0.22,233,2003
3,8,Flood_2003_233.tif,0.2,233,2003
4,8,Flood_2003_233.tif,0.33,233,2003
5,8,Flood_2003_233.tif,0.36,233,2003
6,8,Flood_2003_233.tif,0.15,233,2003
7,8,Flood_2003_233.tif,0.16,233,2003
8,8,Flood_2003_233.tif,0.24,233,2003
9,8,Flood_2003_233.tif,0.19,233,2003
2,9,Flood_2003_233.tif,0.1,233,2003
3,9,Flood_2003_233.tif,0.58,233,2003
4,9,Flood_2003_233.tif,0.67,233,2003
5,9,Flood_2003_233.tif,0.45,233,2003
6,9,Flood_2003_233.tif,0.23,233,2003
7,9,Flood_2003_233.tif,0.44,233,2003
8,9,Flood_2003_233.tif,0.48,233,2003
2,10,Flood_2003_233.tif,0.08,233,2003
3,10,Flood_2003_233.tif,0.43,233,2003
4,10,Flood_2003_233.tif,0.69,233,2003
5,10,Flood_2003_233.tif,0.72,233,2003
2,11,Flood_2003_233.tif,0.55,233,2003
3,11,Flood_2003_233.tif,0.73,233,2003
4,11,Flood_2003_233.tif,0.63,233,2003
2,12,Flood_2003_233.tif,0.53,233,2003
3,12,Flood_2003_233.tif,0.36,233,2003
4,12,Flood_2003_233.tif,0.12,233,2003
2,13,Flood_2003_233.tif,0.28,233,2003
6,0,Flood_2003_241.tif,0.34,241,2003
7,0,Flood_2003_241.tif,0.25,241,2003
10,0,Flood_2003_241.tif,0.01,241,2003
3,1,Flood_2003_241.tif,0.68,241,2003
4,1,Flood_2003_241.tif,0.66,241,2003
5,1,Flood_2003_241.tif,0.76,241,2003
6,1,Flood_2003_241.tif,0.81,241,2003
7,1,Flood_2003_241.tif,0.43,241,2003
8,1,Flood_2003_241.tif,0.18,241,2003
9,1,Flood_2003_241.tif,0.02,241,2003
10,1,Flood_2003_241.tif,0.0,241,2003
3,2,Flood_2003_241.tif,0.71,241,2003
4,2,Flood_2003_241.tif,0.62,241,2003
5,2,Flood_2003_241.tif,0.53,241,2003
6,2,Flood_2003_241.tif,0.68,241,2003
7,2,Flood_2003_241.tif,0.31,241,2003
8,2,Flood_2003_241.tif,0.19,241,2003
9,2,Flood_2003_241.tif,0.03,241,2003
10,2,Flood_2003_241.tif,0.02,241,2003
11,2,Flood_2003_241.tif,0.12,241,2003
0,3,Flood_2003_241.tif,0.28,241,2003
1,3,Flood_2003_241.tif,0.01,241,2003
2,3,Flood_2003_241.tif,0.04,241,2003
3,3,Flood_2003_241.tif,0.54,241,2003
4,3,Flood_2003_241.tif,0.68,241,2003
5,3,Flood_2003_241.tif,0.35,241,2003
6,3,Flood_2003_241.tif,0.28,241,2003
7,3,Flood_2003_241.tif,0.26,241,2003
8,3,Flood_2003_241.tif,0.17,241,2003
9,3,Flood_2003_241.tif,0.03,241,2003
10,3,Flood_2003_241.tif,0.07,241,2003
11,3,Flood_2003_241.tif,0.11,241,2003
12,3,Flood_2003_241.tif,0.19,241,2003
1,4,Flood_2003_241.tif,0.17,241,2003
2,4,Flood_2003_241.tif,0.1,241,2003
3,4,Flood_2003_241.tif,0.42,241,2003
4,4,Flood_2003_241.tif,0.45,241,2003
5,4,Flood_2003_241.tif,0.7,241,2003
6,4,Flood_2003_241.tif,0.26,241,2003
7,4,Flood_2003_241.tif,0.12,241,2003
8,4,Flood_2003_241.tif,0.12,241,2003
9,4,Flood_2003_241.tif,0.16,241,2003
10,4,Flood_2003_241.tif,0.07,241,2003
11,4,Flood_2003_241.tif,0.14,241,2003
12,4,Flood_2003_241.tif,0.38,241,2003
3,5,Flood_2003_241.tif,0.31,241,2003
4,5,Flood_2003_241.tif,0.45,241,2003
5,5,Flood_2003_241.tif,0.26,241,2003
